ATFD_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,is_switch_statements
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,33.0,2.0,3.0,20.0,25.0,295.0,178.0,1443.0,0.0,14.0,99.0,35.0,1.0,0.606060606,22.0,1.0606060609999999,1.1,35.0,430.0,6490.0,660.0,0.0
0.0,3.0,38.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,9.0,11.0,46.0,610.0,610.0,418.0,0.177777778,42.0,129.0,87.0,0.9,1.0,87.0,7.909090909,7.909090909,81.0,516.0,21006.0,599.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,19.0,36.0,30.0,23.0,0.0,8.0,28.0,3.0,1.0,0.666666667,2.0,1.0,1.0,81.0,516.0,21006.0,599.0,0.0
0.0,2.0,7.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,0.0,3.0,9.0,0.0,335.0,234.0,154.0,0.24242424199999998,3.0,23.0,54.0,0.8828125,0.46666666700000003,42.0,3.176470588,4.666666667,28.0,117.0,3056.0,160.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,97.0,42.0,32.0,57.0,61.0,1622.0,1230.0,8741.0,0.104240766,55.0,247.0,229.0,0.9697916670000001,0.37662337700000004,182.0,2.3608247419999997,3.192982456,12.0,88.0,2918.0,201.0,0.0
1.0,2.0,20.0,3.0,3.0,5.0,0.5,3.0,6.0,1.0,4.0,0.75,4.0,1.0,30.0,4.0,0.0,340.0,340.0,288.0,1.0,3.0,35.0,7.0,0.333333333,1.0,7.0,1.75,1.75,37.0,41.0,1045.0,75.0,0.0
3.0,5.0,81.0,8.0,1.0,14.0,0.7692307690000001,5.0,27.0,10.0,12.0,0.41666666700000005,43.0,35.0,15.0,40.0,85.0,2199.0,2131.0,11908.0,0.0,62.0,292.0,297.0,0.738095238,0.0,286.0,6.906976744,7.15,184.0,2134.0,45362.0,3035.0,1.0
4.0,5.0,320.0,35.0,1.0,17.0,0.7333333329999999,5.0,26.0,11.0,12.0,0.41666666700000005,43.0,35.0,15.0,40.0,85.0,2199.0,2131.0,11908.0,0.0,62.0,292.0,297.0,0.738095238,0.0,286.0,6.906976744,7.15,184.0,2134.0,45362.0,3035.0,1.0
1.0,5.0,38.0,9.0,4.0,8.0,0.75,1.0,4.0,3.0,2.0,0.5,65.0,50.0,31.0,44.0,0.0,1179.0,875.0,7531.0,0.069381599,47.0,159.0,154.0,0.966145833,0.666666667,104.0,2.369230769,2.363636364,184.0,2134.0,45362.0,3035.0,0.0
8.0,5.0,31.0,8.0,3.0,12.0,0.0,3.0,0.0,0.0,3.0,1.0,44.0,46.0,17.0,39.0,0.0,1239.0,1152.0,2852.0,0.193675889,24.0,97.0,229.0,0.887596899,0.0,213.0,5.204545455,5.461538462,184.0,2134.0,45362.0,3035.0,0.0
0.0,5.0,78.0,15.0,8.0,12.0,1.0,2.0,6.0,4.0,3.0,0.666666667,40.0,45.0,36.0,39.0,0.0,2043.0,2003.0,20666.0,0.036036036,44.0,225.0,242.0,0.98005698,0.222222222,235.0,6.05,6.025641026000001,184.0,2134.0,45362.0,3035.0,1.0
2.0,5.0,31.0,8.0,10.0,13.0,0.333333333,2.0,4.0,1.0,4.0,0.5,99.0,71.0,41.0,72.0,-1.0,2099.0,1748.0,13122.0,0.10280112,62.0,274.0,249.0,0.989431487,-1.0,202.0,2.515151515,2.8055555560000003,184.0,2134.0,45362.0,3035.0,0.0
0.0,5.0,33.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,369.0,369.0,0.0,0.0,0.0,8.0,63.0,1.0,1.0,63.0,7.875,7.875,96.0,756.0,17329.0,801.0,0.0
0.0,5.0,22.0,6.0,6.0,7.0,0.0,3.0,8.0,0.0,5.0,0.6,143.0,61.0,112.0,143.0,0.0,3849.0,3849.0,129220.0,0.003740065,143.0,685.0,478.0,0.9859154929999999,1.0,478.0,3.342657343,3.342657343,96.0,756.0,17329.0,801.0,0.0
1.0,5.0,32.0,9.0,4.0,6.0,0.5,4.0,8.0,1.0,5.0,0.8,92.0,66.0,75.0,91.0,0.0,3277.0,3271.0,23616.0,0.029761905,103.0,313.0,641.0,0.981946625,0.833333333,640.0,6.9673913039999995,7.032967032999999,70.0,686.0,18923.0,1266.0,0.0
0.0,5.0,25.0,8.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,21.0,50.0,434.0,434.0,0.0,0.00952381,1.0,21.0,123.0,0.975,0.894736842,123.0,5.857142857,5.857142857,14.0,84.0,1568.0,101.0,0.0
1.0,5.0,119.0,23.0,12.0,15.0,0.666666667,4.0,7.0,2.0,4.0,1.0,6.0,2.0,10.0,6.0,3.0,228.0,228.0,171.0,0.0,14.0,25.0,36.0,1.0,1.0,36.0,6.0,6.0,46.0,268.0,8188.0,296.0,1.0
3.0,5.0,80.0,7.0,9.0,21.0,0.727272727,15.0,42.0,8.0,21.0,0.7142857140000001,32.0,35.0,49.0,25.0,79.0,1267.0,1212.0,5099.0,0.129032258,98.0,318.0,94.0,0.95818399,0.7142857140000001,87.0,2.9375,3.48,46.0,268.0,8188.0,296.0,0.0
2.0,5.0,67.0,21.0,9.0,11.0,0.0,1.0,2.0,0.0,2.0,0.5,47.0,50.0,39.0,39.0,79.0,1913.0,1812.0,4405.0,0.154654655,82.0,279.0,240.0,0.959782609,0.75,227.0,5.106382979,5.820512821,81.0,516.0,21006.0,599.0,1.0
3.0,5.0,22.0,6.0,5.0,10.0,0.25,3.0,12.0,1.0,7.0,0.428571429,31.0,158.0,44.0,29.0,46.0,1068.0,1050.0,8825.0,0.391625616,79.0,301.0,117.0,0.951515152,0.75,115.0,3.774193548,3.965517241,81.0,516.0,21006.0,599.0,0.0
0.0,5.0,30.0,13.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,35.0,50.0,35.0,34.0,47.0,1533.0,1524.0,4783.0,0.358333333,72.0,214.0,186.0,0.9485294120000001,0.666666667,185.0,5.3142857139999995,5.441176471,81.0,516.0,21006.0,599.0,1.0
1.0,5.0,24.0,5.0,7.0,10.0,0.666666667,2.0,4.0,2.0,3.0,0.666666667,27.0,21.0,18.0,19.0,0.0,925.0,683.0,3010.0,0.27450980399999997,18.0,93.0,139.0,0.913461538,0.6,91.0,5.148148148,4.789473684,81.0,516.0,21006.0,599.0,0.0
8.0,5.0,68.0,13.0,13.0,27.0,0.333333333,8.0,18.0,4.0,14.0,0.571428571,27.0,21.0,18.0,19.0,0.0,925.0,683.0,3010.0,0.27450980399999997,18.0,93.0,139.0,0.913461538,0.6,91.0,5.148148148,4.789473684,81.0,516.0,21006.0,599.0,0.0
1.0,5.0,43.0,6.0,9.0,11.0,0.5,5.0,10.0,1.0,6.0,0.833333333,3.0,1.0,5.0,3.0,0.0,66.0,66.0,38.0,1.0,7.0,10.0,10.0,0.5,1.0,10.0,3.333333333,3.333333333,24.0,157.0,2316.0,198.0,0.0
4.0,5.0,51.0,11.0,7.0,16.0,0.428571429,3.0,4.0,3.0,7.0,0.428571429,97.0,42.0,32.0,57.0,61.0,1622.0,1230.0,8741.0,0.104240766,55.0,247.0,229.0,0.9697916670000001,0.37662337700000004,182.0,2.3608247419999997,3.192982456,12.0,88.0,2918.0,201.0,1.0
4.0,7.0,42.0,14.0,13.0,17.0,0.0,3.0,2.0,0.0,5.0,0.6,44.0,46.0,17.0,39.0,0.0,1239.0,1152.0,2852.0,0.193675889,24.0,97.0,229.0,0.887596899,0.0,213.0,5.204545455,5.461538462,184.0,2134.0,45362.0,3035.0,0.0
11.0,9.0,116.0,21.0,6.0,21.0,0.26666666699999997,2.0,9.0,4.0,4.0,0.5,43.0,33.0,15.0,40.0,85.0,2272.0,2205.0,11359.0,0.0,62.0,289.0,297.0,0.933333333,0.0,286.0,6.906976744,7.15,184.0,2134.0,45362.0,3035.0,1.0
0.0,6.0,97.0,11.0,14.0,37.0,0.666666667,1.0,2.0,4.0,1.0,1.0,13.0,16.0,10.0,9.0,0.0,637.0,577.0,566.0,0.363636364,15.0,36.0,56.0,0.9027777779999999,1.0,46.0,4.307692308,5.1111111110000005,184.0,2134.0,45362.0,3035.0,1.0
0.0,6.0,59.0,12.0,5.0,10.0,0.6,3.0,6.0,3.0,5.0,0.6,13.0,0.0,6.0,12.0,0.0,279.0,215.0,263.0,0.04444444400000001,10.0,26.0,43.0,0.944444444,1.0,31.0,3.307692308,2.583333333,184.0,2134.0,45362.0,3035.0,1.0
3.0,6.0,87.0,14.0,12.0,15.0,0.0,3.0,24.0,0.0,13.0,0.23076923100000002,143.0,61.0,112.0,143.0,0.0,3849.0,3849.0,129220.0,0.003740065,143.0,685.0,478.0,0.9859154929999999,1.0,478.0,3.342657343,3.342657343,96.0,756.0,17329.0,801.0,0.0
4.0,6.0,282.0,46.0,16.0,44.0,0.851851852,3.0,12.0,23.0,7.0,0.428571429,19.0,8.0,8.0,19.0,0.0,815.0,815.0,322.0,0.054945055,9.0,36.0,115.0,0.969135802,1.0,115.0,6.052631579,6.052631579,96.0,756.0,17329.0,801.0,1.0
0.0,6.0,199.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,13.0,4.0,9.0,11.0,18.0,560.0,486.0,199.0,0.018181818,23.0,72.0,38.0,1.052083333,1.0,26.0,2.923076923,2.363636364,70.0,686.0,18923.0,1266.0,0.0
1.0,6.0,85.0,23.0,12.0,17.0,0.75,5.0,18.0,3.0,10.0,0.5,47.0,50.0,39.0,39.0,79.0,1913.0,1812.0,4405.0,0.154654655,82.0,279.0,240.0,0.959782609,0.75,227.0,5.106382979,5.820512821,81.0,516.0,21006.0,599.0,1.0
0.0,7.0,77.0,12.0,9.0,15.0,1.0,1.0,2.0,6.0,1.0,1.0,31.0,158.0,44.0,29.0,46.0,1068.0,1050.0,8825.0,0.391625616,79.0,301.0,117.0,0.951515152,0.75,115.0,3.774193548,3.965517241,81.0,516.0,21006.0,599.0,0.0
11.0,6.0,360.0,45.0,28.0,47.0,0.352941176,16.0,60.0,6.0,31.0,0.516129032,42.0,73.0,46.0,39.0,46.0,2014.0,1979.0,7535.0,0.186344239,83.0,235.0,256.0,0.972482802,0.75,252.0,6.095238095,6.461538462,81.0,516.0,21006.0,599.0,1.0
30.0,6.0,167.0,10.0,5.0,57.0,0.39215686299999997,3.0,16.0,20.0,4.0,0.75,35.0,96.0,49.0,30.0,47.0,2656.0,2459.0,9148.0,0.258064516,84.0,275.0,262.0,0.9616755790000001,0.4,231.0,7.485714286,7.7,81.0,516.0,21006.0,599.0,1.0
1.0,6.0,87.0,13.0,2.0,19.0,0.933333333,2.0,2.0,14.0,2.0,1.0,43.0,94.0,53.0,40.0,46.0,2197.0,2177.0,7741.0,0.23076923100000002,88.0,260.0,281.0,0.96577381,0.642857143,278.0,6.534883721,6.95,81.0,516.0,21006.0,599.0,1.0
8.0,6.0,59.0,12.0,7.0,16.0,0.111111111,5.0,10.0,1.0,8.0,0.625,43.0,94.0,53.0,40.0,46.0,2197.0,2177.0,7741.0,0.23076923100000002,88.0,260.0,281.0,0.96577381,0.642857143,278.0,6.534883721,6.95,81.0,516.0,21006.0,599.0,1.0
5.0,6.0,79.0,9.0,4.0,14.0,0.5,1.0,10.0,5.0,2.0,0.5,34.0,61.0,15.0,29.0,-1.0,857.0,826.0,2298.0,0.017045455,38.0,78.0,119.0,0.985454545,-1.0,110.0,3.5,3.793103448,81.0,516.0,21006.0,599.0,1.0
14.0,7.0,140.0,16.0,6.0,30.0,0.41666666700000005,3.0,11.0,10.0,4.0,0.75,6.0,24.0,11.0,6.0,46.0,364.0,364.0,177.0,0.333333333,45.0,128.0,45.0,0.7333333329999999,1.0,45.0,7.5,7.5,81.0,516.0,21006.0,599.0,1.0
9.0,7.0,92.0,10.0,6.0,26.0,0.55,3.0,12.0,11.0,5.0,0.6,25.0,62.0,26.0,23.0,47.0,1183.0,1163.0,2598.0,0.18614718600000002,58.0,196.0,139.0,0.975833333,0.6,137.0,5.56,5.956521738999999,10.0,75.0,2515.0,81.0,1.0
0.0,6.0,33.0,9.0,3.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,97.0,42.0,32.0,57.0,61.0,1622.0,1230.0,8741.0,0.104240766,55.0,247.0,229.0,0.9697916670000001,0.37662337700000004,182.0,2.3608247419999997,3.192982456,12.0,88.0,2918.0,201.0,0.0
5.0,7.0,162.0,18.0,15.0,26.0,0.444444444,3.0,13.0,4.0,7.0,0.428571429,2.0,6.0,3.0,2.0,25.0,187.0,187.0,45.0,0.0,8.0,11.0,19.0,1.25,0.4,19.0,9.5,9.5,10.0,12.0,848.0,12.0,1.0
1.0,6.0,85.0,20.0,17.0,22.0,0.8,8.0,26.0,4.0,13.0,0.615384615,74.0,22.0,45.0,67.0,522.0,2120.0,1979.0,4383.0,0.208080808,28.0,140.0,221.0,0.969074305,0.791666667,202.0,2.9864864860000004,3.014925373,32.0,115.0,2904.0,124.0,1.0
0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,3.0,4.0,71.0,52.0,20.0,0.5,4.0,15.0,8.0,0.75,0.6,6.0,1.6,2.0,11.0,35.0,809.0,37.0,0.0
0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,11.0,0.0,10.0,11.0,14.0,85.0,85.0,150.0,0.0,13.0,37.0,11.0,0.0,1.0,11.0,1.0,1.0,11.0,35.0,809.0,37.0,0.0
1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,8.0,26.0,0.0,306.0,297.0,856.0,0.0,8.0,44.0,36.0,1.038461538,0.962962963,35.0,1.333333333,1.346153846,7.0,57.0,889.0,86.0,0.0
0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,112.0,58.0,0.0,0.194444444,1.0,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
0.0,1.0,6.0,1.0,5.0,5.0,0.0,2.0,4.0,0.0,2.0,1.0,17.0,14.0,7.0,15.0,0.0,203.0,193.0,306.0,0.0,7.0,31.0,36.0,1.0625,0.818181818,34.0,2.1176470590000003,2.266666667,10.0,60.0,1447.0,77.0,0.0
4.0,2.0,20.0,3.0,7.0,15.0,0.0,3.0,4.0,0.0,6.0,0.5,17.0,14.0,7.0,15.0,0.0,203.0,193.0,306.0,0.0,7.0,31.0,36.0,1.0625,0.818181818,34.0,2.1176470590000003,2.266666667,10.0,60.0,1447.0,77.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,151.0,113.0,0.0,0.6,0.0,8.0,16.0,0.9285714290000001,0.428571429,12.0,2.0,3.0,10.0,60.0,1447.0,77.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,31.0,59.0,41.0,18.0,0.3,8.0,43.0,8.0,0.666666667,0.7142857140000001,6.0,1.142857143,1.2,4.0,18.0,306.0,34.0,0.0
0.0,1.0,6.0,1.0,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,9.0,10.0,372.0,336.0,0.0,0.0,1.0,13.0,13.0,1.0,0.2,9.0,1.0,1.0,4.0,34.0,1229.0,42.0,0.0
0.0,3.0,25.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,307.0,295.0,0.0,0.12857142900000001,0.0,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,4.0,34.0,1229.0,42.0,0.0
0.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,307.0,295.0,0.0,0.12857142900000001,0.0,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,4.0,34.0,1229.0,42.0,0.0
0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,307.0,295.0,0.0,0.12857142900000001,0.0,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,4.0,34.0,1229.0,42.0,0.0
0.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,6.0,0.0,151.0,75.0,24.0,0.072727273,2.0,16.0,17.0,0.923076923,0.428571429,9.0,1.214285714,1.5,6.0,33.0,790.0,64.0,0.0
0.0,1.0,7.0,1.0,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,14.0,1.0,2.0,6.0,0.0,151.0,75.0,24.0,0.072727273,2.0,16.0,17.0,0.923076923,0.428571429,9.0,1.214285714,1.5,6.0,33.0,790.0,64.0,0.0
0.0,1.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,2.0,8.0,0.0,309.0,157.0,88.0,0.11904761900000001,2.0,26.0,46.0,0.926086957,0.333333333,30.0,1.9166666669999999,3.75,6.0,33.0,790.0,64.0,0.0
1.0,2.0,15.0,2.0,4.0,6.0,0.5,1.0,2.0,1.0,2.0,0.5,6.0,1.0,1.0,5.0,0.0,68.0,54.0,10.0,1.0,1.0,8.0,8.0,0.4,0.833333333,6.0,1.333333333,1.2,6.0,33.0,790.0,64.0,0.0
1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,5.0,11.0,100.0,80.0,78.0,0.0,8.0,30.0,10.0,1.166666667,0.7142857140000001,8.0,1.428571429,1.6,6.0,33.0,790.0,64.0,0.0
0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,15.0,23.0,23.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,3.0,22.0,316.0,22.0,0.0
0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,15.0,15.0,0.0,0.0,4.0,21.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,44.0,5.0,0.0
1.0,5.0,68.0,11.0,13.0,14.0,0.0,3.0,16.0,0.0,8.0,0.375,17.0,14.0,7.0,15.0,0.0,203.0,193.0,306.0,0.0,7.0,31.0,36.0,1.0625,0.818181818,34.0,2.1176470590000003,2.266666667,10.0,60.0,1447.0,77.0,1.0
9.0,5.0,176.0,23.0,18.0,32.0,0.1,3.0,6.0,1.0,7.0,0.428571429,18.0,13.0,5.0,18.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
0.0,5.0,44.0,8.0,7.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,307.0,295.0,0.0,0.12857142900000001,0.0,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,4.0,34.0,1229.0,42.0,1.0
0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,1.0,4.0,19.0,6.0,583.0,409.0,144.0,0.177248677,10.0,49.0,58.0,0.9259259259999999,0.5,39.0,1.870967742,2.0526315790000003,15.0,179.0,4573.0,226.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,29.0,0.0,3.0,29.0,8.0,656.0,656.0,1236.0,0.6125356129999999,7.0,66.0,86.0,0.865384615,1.0,86.0,2.965517241,2.965517241,14.0,261.0,5108.0,268.0,0.0
0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,114.0,4.0,16.0,84.0,521.0,2870.0,2372.0,8500.0,0.10013325699999999,20.0,157.0,302.0,0.9802586790000001,0.603305785,242.0,2.649122807,2.880952381,22.0,415.0,12125.0,523.0,0.0
0.0,1.0,7.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,70.0,7.0,19.0,54.0,0.0,1495.0,1164.0,2510.0,0.084325397,25.0,110.0,164.0,0.957180501,0.685714286,123.0,2.3428571430000003,2.277777778,22.0,415.0,12125.0,523.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,68.0,-1.0,1726.0,868.0,0.0,0.0,15.0,132.0,132.0,0.0,0.0,68.0,1.0,1.0,28.0,387.0,14624.0,551.0,0.0
0.0,1.0,10.0,1.0,0.0,7.0,1.0,1.0,2.0,7.0,1.0,1.0,57.0,11.0,24.0,42.0,-1.0,1660.0,1404.0,6529.0,0.05389610400000001,30.0,152.0,174.0,0.947544643,-1.0,151.0,3.052631579,3.595238095,28.0,387.0,14624.0,551.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,71.0,-1.0,1644.0,859.0,0.0,0.0,16.0,134.0,134.0,0.0,0.0,71.0,1.0,1.0,42.0,502.0,18042.0,690.0,0.0
0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,9.0,10.0,32.0,236.0,1283.0,976.0,1688.0,0.072695035,32.0,379.0,123.0,0.9411764709999999,0.545454545,101.0,2.365384615,3.15625,42.0,502.0,18042.0,690.0,0.0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,25.0,5.0,89.0,-1.0,3951.0,2220.0,3812.0,0.019057913,7.0,208.0,396.0,0.9845112779999999,-1.0,243.0,2.0732984290000003,2.730337079,13.0,174.0,5920.0,290.0,0.0
0.0,2.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,191.0,25.0,5.0,89.0,-1.0,3951.0,2220.0,3812.0,0.019057913,7.0,208.0,396.0,0.9845112779999999,-1.0,243.0,2.0732984290000003,2.730337079,13.0,174.0,5920.0,290.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,19.0,17.0,337.0,337.0,4.0,0.516483516,10.0,37.0,29.0,0.907407407,0.904761905,29.0,1.526315789,1.526315789,26.0,480.0,9366.0,498.0,0.0
0.0,2.0,10.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,5.0,40.0,19.0,888.0,867.0,1353.0,0.165165165,15.0,78.0,88.0,0.9467849220000001,0.871794872,86.0,2.095238095,2.15,26.0,480.0,9366.0,498.0,0.0
0.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,34.0,0.0,8.0,25.0,152.0,1083.0,943.0,2407.0,0.21957672,24.0,232.0,125.0,0.920110193,0.607142857,112.0,3.676470588,4.48,48.0,640.0,19667.0,781.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,4.0,10.0,31.0,128.0,1271.0,1136.0,3345.0,0.034920635,23.0,215.0,111.0,0.98034398,0.64516129,96.0,2.921052632,3.096774194,48.0,640.0,19667.0,781.0,0.0
0.0,2.0,7.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,8.0,35.0,62.0,765.0,647.0,1689.0,0.115873016,28.0,127.0,89.0,0.910416667,0.842105263,76.0,2.170731707,2.171428571,14.0,201.0,5139.0,273.0,0.0
0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,3.0,1.0,24.0,31.0,682.0,496.0,215.0,0.144537815,6.0,81.0,77.0,0.8936936940000001,0.6,60.0,2.026315789,2.5,10.0,148.0,3987.0,202.0,0.0
0.0,2.0,11.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,9.0,-1.0,240.0,240.0,124.0,0.0,4.0,17.0,40.0,0.0,-1.0,40.0,4.444444444,4.444444444,16.0,197.0,3899.0,208.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,3.0,9.0,522.0,229.0,206.0,98.0,0.14285714300000002,4.0,21.0,19.0,0.9259259259999999,0.875,16.0,1.9,1.7777777780000001,10.0,79.0,2096.0,84.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,12.0,12.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,79.0,2096.0,84.0,0.0
0.0,5.0,30.0,8.0,10.0,13.0,1.0,1.0,8.0,3.0,4.0,0.25,36.0,4.0,5.0,33.0,18.0,580.0,542.0,1609.0,0.35416666700000005,14.0,93.0,73.0,0.76,0.9117647059999999,70.0,2.027777778,2.121212121,39.0,564.0,9554.0,584.0,0.0
0.0,5.0,27.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,143.0,143.0,0.0,0.47619047600000003,1.0,8.0,20.0,0.7857142859999999,1.0,20.0,2.5,2.5,26.0,207.0,4046.0,208.0,0.0
2.0,5.0,138.0,26.0,25.0,33.0,0.7142857140000001,7.0,40.0,5.0,15.0,0.46666666700000003,44.0,8.0,9.0,24.0,237.0,988.0,665.0,1128.0,0.09059233400000001,33.0,375.0,100.0,0.934883721,0.545454545,77.0,2.272727273,3.208333333,28.0,387.0,14624.0,551.0,1.0
2.0,5.0,206.0,33.0,30.0,35.0,0.5,8.0,50.0,2.0,16.0,0.5,12.0,2.0,9.0,10.0,275.0,395.0,363.0,494.0,0.535714286,36.0,385.0,48.0,0.696969697,0.8,46.0,4.0,4.6,28.0,387.0,14624.0,551.0,1.0
2.0,5.0,77.0,14.0,20.0,24.0,0.666666667,5.0,21.0,4.0,8.0,0.625,24.0,2.0,11.0,17.0,236.0,508.0,394.0,718.0,0.185714286,35.0,351.0,60.0,0.869565217,0.666666667,50.0,2.5,2.9411764710000003,42.0,502.0,18042.0,690.0,1.0
2.0,5.0,153.0,20.0,31.0,33.0,0.0,6.0,44.0,0.0,22.0,0.272727273,56.0,10.0,22.0,42.0,-1.0,1678.0,1460.0,5860.0,0.07267645,28.0,141.0,185.0,0.932467532,-1.0,164.0,3.303571429,3.904761905,42.0,502.0,18042.0,690.0,1.0
0.0,5.0,49.0,7.0,10.0,13.0,1.0,2.0,8.0,3.0,3.0,0.666666667,15.0,0.0,5.0,12.0,188.0,319.0,236.0,124.0,0.1,13.0,228.0,44.0,0.87755102,0.5,34.0,2.933333333,2.833333333,13.0,174.0,5920.0,290.0,0.0
