NOP_method,LOC_method,NOLV_method,NOAV_method,NOM_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,is_long_parameters_list
7.0,22.0,7.0,7.0,35.0,35.0,34.0,16.0,47.0,1533.0,1524.0,4783.0,0.358333333,72.0,214.0,186.0,0.9485294120000001,0.666666667,185.0,5.3142857139999995,5.441176471,81.0,516.0,21006.0,599.0,1.0
7.0,29.0,7.0,16.0,27.0,18.0,19.0,16.0,0.0,925.0,683.0,3010.0,0.27450980399999997,18.0,93.0,139.0,0.913461538,0.6,91.0,5.148148148,4.789473684,81.0,516.0,21006.0,599.0,1.0
7.0,29.0,7.0,15.0,27.0,18.0,19.0,16.0,0.0,925.0,683.0,3010.0,0.27450980399999997,18.0,93.0,139.0,0.913461538,0.6,91.0,5.148148148,4.789473684,81.0,516.0,21006.0,599.0,1.0
16.0,66.0,16.0,37.0,6.0,3.0,6.0,19.0,0.0,336.0,336.0,38.0,0.0,6.0,10.0,25.0,0.7894736840000001,0.8,25.0,4.166666667,4.166666667,81.0,516.0,21006.0,599.0,1.0
7.0,85.0,13.0,14.0,8.0,5.0,8.0,0.0,-1.0,435.0,435.0,370.0,0.0,6.0,21.0,24.0,0.0,-1.0,24.0,3.0,3.0,9.0,37.0,1824.0,44.0,1.0
7.0,85.0,13.0,14.0,8.0,5.0,8.0,0.0,-1.0,435.0,435.0,370.0,0.0,6.0,21.0,24.0,0.0,-1.0,24.0,3.0,3.0,9.0,37.0,1824.0,44.0,1.0
7.0,86.0,14.0,15.0,8.0,5.0,8.0,0.0,-1.0,435.0,435.0,370.0,0.0,6.0,21.0,24.0,0.0,-1.0,24.0,3.0,3.0,9.0,37.0,1824.0,44.0,1.0
2.0,32.0,8.0,9.0,5.0,3.0,5.0,1.0,4.0,125.0,125.0,33.0,0.0,4.0,16.0,11.0,1.0,1.0,11.0,2.2,2.2,11.0,35.0,809.0,37.0,0.0
0.0,5.0,0.0,0.0,11.0,10.0,11.0,0.0,14.0,85.0,85.0,150.0,0.0,13.0,37.0,11.0,0.0,1.0,11.0,1.0,1.0,11.0,35.0,809.0,37.0,0.0
2.0,3.0,2.0,2.0,4.0,0.0,4.0,0.0,15.0,17.0,17.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
0.0,6.0,0.0,2.0,27.0,8.0,26.0,2.0,0.0,306.0,297.0,856.0,0.0,8.0,44.0,36.0,1.038461538,0.962962963,35.0,1.333333333,1.346153846,7.0,57.0,889.0,86.0,0.0
1.0,3.0,1.0,2.0,27.0,8.0,26.0,2.0,0.0,306.0,297.0,856.0,0.0,8.0,44.0,36.0,1.038461538,0.962962963,35.0,1.333333333,1.346153846,7.0,57.0,889.0,86.0,0.0
2.0,3.0,2.0,3.0,27.0,8.0,26.0,2.0,0.0,306.0,297.0,856.0,0.0,8.0,44.0,36.0,1.038461538,0.962962963,35.0,1.333333333,1.346153846,7.0,57.0,889.0,86.0,0.0
0.0,3.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,52.0,16.0,0.0,0.333333333,1.0,6.0,6.0,0.8,0.333333333,2.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
1.0,5.0,1.0,4.0,12.0,0.0,6.0,3.0,0.0,112.0,58.0,0.0,0.194444444,1.0,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
0.0,3.0,0.0,0.0,12.0,0.0,6.0,3.0,0.0,112.0,58.0,0.0,0.194444444,1.0,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
1.0,3.0,1.0,2.0,12.0,0.0,6.0,3.0,0.0,112.0,58.0,0.0,0.194444444,1.0,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
1.0,4.0,1.0,2.0,8.0,0.0,4.0,8.0,0.0,151.0,113.0,0.0,0.6,0.0,8.0,16.0,0.9285714290000001,0.428571429,12.0,2.0,3.0,10.0,60.0,1447.0,77.0,0.0
0.0,3.0,0.0,1.0,19.0,2.0,7.0,6.0,30.0,198.0,84.0,257.0,0.16911764699999998,9.0,57.0,28.0,0.87037037,0.333333333,16.0,1.473684211,2.285714286,4.0,18.0,306.0,34.0,0.0
0.0,3.0,0.0,1.0,19.0,2.0,7.0,6.0,30.0,198.0,84.0,257.0,0.16911764699999998,9.0,57.0,28.0,0.87037037,0.333333333,16.0,1.473684211,2.285714286,4.0,18.0,306.0,34.0,0.0
0.0,4.0,0.0,1.0,23.0,0.0,22.0,4.0,0.0,307.0,295.0,0.0,0.12857142900000001,0.0,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,4.0,34.0,1229.0,42.0,0.0
1.0,4.0,1.0,2.0,24.0,2.0,8.0,10.0,0.0,309.0,157.0,88.0,0.11904761900000001,2.0,26.0,46.0,0.926086957,0.333333333,30.0,1.9166666669999999,3.75,6.0,33.0,790.0,64.0,0.0
4.0,6.0,4.0,2.0,5.0,3.0,5.0,1.0,4.0,125.0,125.0,33.0,0.0,4.0,16.0,11.0,1.0,1.0,11.0,2.2,2.2,11.0,35.0,809.0,37.0,1.0
4.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,48.0,48.0,0.0,0.0,1.0,10.0,8.0,1.0,1.0,8.0,4.0,4.0,11.0,35.0,809.0,37.0,1.0
4.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,64.0,64.0,0.0,0.0,1.0,10.0,12.0,1.0,1.0,12.0,6.0,6.0,11.0,35.0,809.0,37.0,1.0
4.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,33.0,33.0,5.0,0.0,2.0,10.0,4.0,1.0,1.0,4.0,2.0,2.0,11.0,35.0,809.0,37.0,1.0
4.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,35.0,35.0,5.0,0.0,2.0,10.0,4.0,1.0,1.0,4.0,2.0,2.0,11.0,35.0,809.0,37.0,1.0
4.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,4.0,34.0,34.0,5.0,0.0,2.0,10.0,4.0,1.0,1.0,4.0,2.0,2.0,11.0,35.0,809.0,37.0,1.0
4.0,48.0,5.0,5.0,12.0,3.0,12.0,1.0,-1.0,321.0,321.0,262.0,0.0,4.0,19.0,42.0,1.0909090909999999,-1.0,42.0,3.5,3.5,4.0,29.0,613.0,30.0,0.0
3.0,83.0,4.0,11.0,12.0,3.0,12.0,1.0,-1.0,321.0,321.0,262.0,0.0,4.0,19.0,42.0,1.0909090909999999,-1.0,42.0,3.5,3.5,4.0,29.0,613.0,30.0,0.0
3.0,4.0,3.0,4.0,13.0,1.0,9.0,1.0,10.0,115.0,79.0,101.0,0.7142857140000001,4.0,31.0,13.0,0.583333333,0.692307692,9.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
4.0,4.0,4.0,5.0,13.0,1.0,9.0,1.0,10.0,115.0,79.0,101.0,0.7142857140000001,4.0,31.0,13.0,0.583333333,0.692307692,9.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
3.0,5.0,3.0,6.0,12.0,0.0,6.0,3.0,0.0,112.0,58.0,0.0,0.194444444,1.0,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,7.0,57.0,889.0,86.0,0.0
5.0,17.0,5.0,9.0,17.0,7.0,15.0,2.0,0.0,203.0,193.0,306.0,0.0,7.0,31.0,36.0,1.0625,0.818181818,34.0,2.1176470590000003,2.266666667,10.0,60.0,1447.0,77.0,1.0
5.0,20.0,7.0,15.0,17.0,7.0,15.0,2.0,0.0,203.0,193.0,306.0,0.0,7.0,31.0,36.0,1.0625,0.818181818,34.0,2.1176470590000003,2.266666667,10.0,60.0,1447.0,77.0,1.0
5.0,6.0,5.0,5.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
5.0,9.0,6.0,8.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
6.0,9.0,7.0,9.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
4.0,7.0,4.0,4.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,0.0
5.0,7.0,5.0,5.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
3.0,7.0,3.0,6.0,4.0,0.0,1.0,3.0,10.0,533.0,506.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,34.0,1229.0,42.0,0.0
3.0,6.0,3.0,6.0,13.0,0.0,9.0,4.0,10.0,372.0,336.0,0.0,0.0,1.0,13.0,13.0,1.0,0.2,9.0,1.0,1.0,4.0,34.0,1229.0,42.0,0.0
3.0,6.0,3.0,6.0,13.0,0.0,9.0,4.0,10.0,372.0,336.0,0.0,0.0,1.0,13.0,13.0,1.0,0.2,9.0,1.0,1.0,4.0,34.0,1229.0,42.0,0.0
7.0,176.0,18.0,32.0,18.0,5.0,18.0,1.0,0.0,538.0,538.0,104.0,0.0,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,1.0
8.0,13.0,8.0,16.0,24.0,2.0,8.0,10.0,0.0,309.0,157.0,88.0,0.11904761900000001,2.0,26.0,46.0,0.926086957,0.333333333,30.0,1.9166666669999999,3.75,6.0,33.0,790.0,64.0,1.0
2.0,1.0,2.0,0.0,8.0,0.0,8.0,0.0,-1.0,87.0,87.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,1.0,1.0,39.0,564.0,9554.0,584.0,0.0
1.0,5.0,1.0,2.0,10.0,4.0,8.0,1.0,16.0,187.0,161.0,100.0,0.35714285700000004,5.0,16.0,17.0,0.5555555560000001,0.8,14.0,1.7,1.75,39.0,564.0,9554.0,584.0,0.0
0.0,3.0,0.0,1.0,36.0,5.0,33.0,5.0,18.0,580.0,542.0,1609.0,0.35416666700000005,14.0,93.0,73.0,0.76,0.9117647059999999,70.0,2.027777778,2.121212121,39.0,564.0,9554.0,584.0,0.0
0.0,3.0,0.0,1.0,31.0,4.0,19.0,18.0,6.0,583.0,409.0,144.0,0.177248677,10.0,49.0,58.0,0.9259259259999999,0.5,39.0,1.870967742,2.0526315790000003,15.0,179.0,4573.0,226.0,0.0
0.0,3.0,0.0,1.0,23.0,4.0,15.0,14.0,32.0,452.0,349.0,363.0,0.310526316,11.0,70.0,40.0,0.902597403,0.5,30.0,1.739130435,2.0,15.0,179.0,4573.0,226.0,0.0
1.0,5.0,1.0,3.0,9.0,0.0,9.0,4.0,0.0,170.0,170.0,0.0,0.5,0.0,9.0,23.0,0.78125,1.0,23.0,2.555555556,2.555555556,16.0,194.0,4257.0,218.0,0.0
1.0,6.0,1.0,2.0,93.0,40.0,61.0,32.0,0.0,1768.0,1286.0,2648.0,0.09163545599999999,49.0,217.0,237.0,0.93580163,0.542857143,173.0,2.548387097,2.8360655739999996,22.0,415.0,12125.0,523.0,0.0
1.0,7.0,3.0,3.0,93.0,40.0,61.0,32.0,0.0,1768.0,1286.0,2648.0,0.09163545599999999,49.0,217.0,237.0,0.93580163,0.542857143,173.0,2.548387097,2.8360655739999996,22.0,415.0,12125.0,523.0,0.0
2.0,2.0,2.0,0.0,132.0,0.0,68.0,0.0,-1.0,1726.0,868.0,0.0,0.0,15.0,132.0,132.0,0.0,0.0,68.0,1.0,1.0,28.0,387.0,14624.0,551.0,0.0
2.0,1.0,2.0,0.0,134.0,0.0,71.0,0.0,-1.0,1644.0,859.0,0.0,0.0,16.0,134.0,134.0,0.0,0.0,71.0,1.0,1.0,42.0,502.0,18042.0,690.0,0.0
2.0,17.0,2.0,4.0,56.0,22.0,42.0,14.0,-1.0,1678.0,1460.0,5860.0,0.07267645,28.0,141.0,185.0,0.932467532,-1.0,164.0,3.303571429,3.904761905,42.0,502.0,18042.0,690.0,0.0
1.0,7.0,1.0,2.0,24.0,18.0,16.0,9.0,60.0,587.0,414.0,1184.0,0.298245614,32.0,134.0,68.0,0.8309178740000001,0.6190476189999999,46.0,2.833333333,2.875,46.0,1076.0,33993.0,1556.0,0.0
0.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,-1.0,62.0,62.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,8.0,1.0,1.0,14.0,121.0,2198.0,142.0,0.0
0.0,3.0,0.0,1.0,22.0,4.0,15.0,7.0,6.0,370.0,257.0,471.0,0.346405229,6.0,36.0,36.0,0.80952381,0.65,25.0,1.636363636,1.6666666669999999,14.0,201.0,5139.0,273.0,0.0
2.0,55.0,9.0,18.0,22.0,2.0,21.0,4.0,0.0,467.0,432.0,336.0,0.514285714,2.0,31.0,63.0,0.666666667,0.954545455,58.0,2.8636363639999995,2.761904762,16.0,197.0,3899.0,208.0,0.0
3.0,4.0,3.0,3.0,8.0,1.0,8.0,0.0,33.0,106.0,106.0,81.0,0.0,7.0,58.0,8.0,0.0,1.0,8.0,1.0,1.0,39.0,564.0,9554.0,584.0,0.0
3.0,7.0,3.0,3.0,4.0,3.0,4.0,2.0,11.0,89.0,89.0,82.0,0.0,6.0,29.0,8.0,1.333333333,0.75,8.0,2.0,2.0,26.0,207.0,4046.0,208.0,0.0
3.0,12.0,5.0,5.0,10.0,4.0,10.0,4.0,8.0,212.0,212.0,126.0,0.428571429,5.0,29.0,21.0,0.8888888890000001,0.9,21.0,2.1,2.1,26.0,207.0,4046.0,208.0,0.0
3.0,6.0,3.0,3.0,14.0,4.0,14.0,5.0,0.0,390.0,390.0,382.0,0.045454545,5.0,27.0,46.0,0.9538461540000001,1.0,46.0,3.285714286,3.285714286,16.0,194.0,4257.0,218.0,0.0
5.0,4.0,5.0,5.0,11.0,0.0,11.0,4.0,0.0,180.0,180.0,0.0,0.833333333,0.0,11.0,21.0,0.9,0.9,21.0,1.9090909090000001,1.9090909090000001,16.0,194.0,4257.0,218.0,1.0
4.0,7.0,4.0,4.0,27.0,8.0,27.0,0.0,-1.0,656.0,656.0,588.0,0.0,12.0,42.0,45.0,0.0,-1.0,45.0,1.6666666669999999,1.6666666669999999,22.0,415.0,12125.0,523.0,0.0
3.0,6.0,3.0,4.0,27.0,8.0,27.0,0.0,-1.0,656.0,656.0,588.0,0.0,12.0,42.0,45.0,0.0,-1.0,45.0,1.6666666669999999,1.6666666669999999,22.0,415.0,12125.0,523.0,0.0
4.0,2.0,4.0,0.0,132.0,0.0,68.0,0.0,-1.0,1726.0,868.0,0.0,0.0,15.0,132.0,132.0,0.0,0.0,68.0,1.0,1.0,28.0,387.0,14624.0,551.0,0.0
4.0,32.0,8.0,12.0,57.0,24.0,42.0,16.0,-1.0,1660.0,1404.0,6529.0,0.05389610400000001,30.0,152.0,174.0,0.947544643,-1.0,151.0,3.052631579,3.595238095,28.0,387.0,14624.0,551.0,0.0
4.0,32.0,13.0,15.0,16.0,9.0,13.0,7.0,272.0,573.0,527.0,632.0,0.346153846,33.0,377.0,46.0,0.904761905,0.647058824,42.0,2.875,3.230769231,28.0,387.0,14624.0,551.0,0.0
3.0,11.0,6.0,6.0,16.0,12.0,14.0,3.0,245.0,579.0,551.0,547.0,0.109090909,34.0,360.0,58.0,0.8444444440000001,0.846153846,56.0,3.625,4.0,42.0,502.0,18042.0,690.0,0.0
5.0,15.0,6.0,8.0,18.0,6.0,13.0,10.0,238.0,530.0,454.0,320.0,0.14285714300000002,32.0,348.0,61.0,0.9647058820000001,0.6,56.0,3.388888889,4.307692308,42.0,502.0,18042.0,690.0,1.0
3.0,11.0,4.0,5.0,191.0,5.0,89.0,70.0,-1.0,3951.0,2220.0,3812.0,0.019057913,7.0,208.0,396.0,0.9845112779999999,-1.0,243.0,2.0732984290000003,2.730337079,13.0,174.0,5920.0,290.0,0.0
3.0,21.0,3.0,6.0,42.0,5.0,40.0,22.0,19.0,888.0,867.0,1353.0,0.165165165,15.0,78.0,88.0,0.9467849220000001,0.871794872,86.0,2.095238095,2.15,26.0,480.0,9366.0,498.0,0.0
4.0,22.0,8.0,3.0,47.0,9.0,34.0,15.0,120.0,1132.0,928.0,3933.0,0.17692307699999998,23.0,223.0,129.0,0.904347826,0.666666667,108.0,2.744680851,3.176470588,48.0,640.0,19667.0,781.0,0.0
4.0,24.0,8.0,11.0,213.0,27.0,145.0,59.0,56.0,4827.0,3636.0,34819.0,0.022381636,46.0,373.0,576.0,0.9843300290000001,0.6237623760000001,447.0,2.704225352,3.0827586210000004,46.0,1076.0,33993.0,1556.0,0.0
5.0,254.0,36.0,67.0,222.0,28.0,152.0,62.0,57.0,5381.0,4111.0,44777.0,0.022038687,43.0,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,46.0,1076.0,33993.0,1556.0,1.0
3.0,21.0,8.0,10.0,222.0,28.0,152.0,62.0,57.0,5381.0,4111.0,44777.0,0.022038687,43.0,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,46.0,1076.0,33993.0,1556.0,0.0
3.0,4.0,3.0,3.0,10.0,2.0,10.0,2.0,9.0,154.0,154.0,115.0,0.1,5.0,25.0,17.0,1.0,1.0,17.0,1.7,1.7,14.0,121.0,2198.0,142.0,0.0
3.0,10.0,4.0,5.0,11.0,0.0,10.0,6.0,51.0,206.0,191.0,0.0,0.7142857140000001,0.0,11.0,23.0,0.833333333,0.9,21.0,2.090909091,2.1,6.0,43.0,1157.0,57.0,0.0
3.0,4.0,3.0,3.0,5.0,0.0,5.0,1.0,0.0,102.0,102.0,0.0,0.5,0.0,5.0,9.0,0.5,1.0,9.0,1.8,1.8,6.0,43.0,1157.0,57.0,0.0
7.0,43.0,22.0,28.0,12.0,3.0,12.0,5.0,6.0,244.0,244.0,134.0,0.428571429,10.0,29.0,25.0,0.854545455,1.0,25.0,2.083333333,2.083333333,15.0,179.0,4573.0,226.0,1.0
8.0,40.0,15.0,30.0,40.0,72.0,40.0,1.0,-1.0,2042.0,2042.0,12202.0,1.0,91.0,169.0,156.0,0.0,-1.0,156.0,3.9,3.9,22.0,415.0,12125.0,523.0,1.0
7.0,26.0,12.0,20.0,40.0,72.0,40.0,1.0,-1.0,2042.0,2042.0,12202.0,1.0,91.0,169.0,156.0,0.0,-1.0,156.0,3.9,3.9,22.0,415.0,12125.0,523.0,1.0
7.0,10.0,7.0,9.0,48.0,0.0,38.0,26.0,0.0,963.0,826.0,0.0,0.07394958,1.0,48.0,89.0,0.960720131,0.7777777779999999,75.0,1.8541666669999999,1.973684211,22.0,415.0,12125.0,523.0,1.0
10.0,103.0,27.0,29.0,16.0,9.0,13.0,7.0,272.0,573.0,527.0,632.0,0.346153846,33.0,377.0,46.0,0.904761905,0.647058824,42.0,2.875,3.230769231,28.0,387.0,14624.0,551.0,1.0
10.0,108.0,30.0,33.0,49.0,15.0,35.0,21.0,237.0,1271.0,1042.0,2383.0,0.066596195,35.0,394.0,144.0,0.9642857140000001,0.6190476189999999,126.0,2.93877551,3.6,28.0,387.0,14624.0,551.0,1.0
10.0,22.0,11.0,12.0,7.0,6.0,6.0,2.0,283.0,390.0,378.0,275.0,0.066666667,36.0,391.0,55.0,1.0,0.75,54.0,7.857142857,9.0,28.0,387.0,14624.0,551.0,1.0
9.0,120.0,34.0,36.0,7.0,6.0,6.0,2.0,283.0,390.0,378.0,275.0,0.066666667,36.0,391.0,55.0,1.0,0.75,54.0,7.857142857,9.0,28.0,387.0,14624.0,551.0,1.0
12.0,112.0,31.0,34.0,9.0,5.0,8.0,2.0,282.0,267.0,247.0,224.0,0.4,33.0,377.0,31.0,0.875,0.875,28.0,3.4444444439999997,3.5,42.0,502.0,18042.0,690.0,1.0
12.0,102.0,30.0,32.0,7.0,9.0,7.0,5.0,238.0,266.0,266.0,312.0,0.1,33.0,335.0,31.0,1.033333333,0.636363636,31.0,4.428571429,4.428571429,42.0,502.0,18042.0,690.0,1.0
8.0,36.0,8.0,16.0,17.0,0.0,17.0,14.0,0.0,331.0,331.0,0.0,0.179487179,1.0,17.0,35.0,0.950892857,0.75,35.0,2.058823529,2.058823529,48.0,640.0,19667.0,781.0,1.0
7.0,25.0,10.0,11.0,213.0,27.0,145.0,59.0,56.0,4827.0,3636.0,34819.0,0.022381636,46.0,373.0,576.0,0.9843300290000001,0.6237623760000001,447.0,2.704225352,3.0827586210000004,46.0,1076.0,33993.0,1556.0,1.0
7.0,24.0,10.0,11.0,222.0,28.0,152.0,62.0,57.0,5381.0,4111.0,44777.0,0.022038687,43.0,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,46.0,1076.0,33993.0,1556.0,1.0
0.0,1.0,0.0,-1.0,60.0,5.0,50.0,11.0,-1.0,576.0,492.0,38.0,0.010169491999999999,12.0,67.0,84.0,0.9876733440000001,-1.0,71.0,1.4,1.42,31.0,348.0,5792.0,436.0,0.0
2.0,4.0,2.0,4.0,23.0,2.0,21.0,4.0,0.0,296.0,282.0,218.0,0.736842105,4.0,39.0,51.0,0.670454545,0.913043478,49.0,2.217391304,2.333333333,31.0,348.0,5792.0,436.0,0.0
0.0,2.0,0.0,0.0,18.0,6.0,17.0,15.0,517.0,236.0,231.0,204.0,0.00952381,8.0,28.0,40.0,0.984313725,0.9375,39.0,2.222222222,2.2941176469999998,64.0,260.0,5974.0,288.0,0.0
0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,103.0,748.0,17025.0,928.0,0.0
0.0,3.0,0.0,1.0,33.0,17.0,26.0,9.0,0.0,753.0,705.0,1110.0,0.103896104,18.0,82.0,96.0,0.9236111109999999,0.75862069,87.0,2.9090909089999997,3.3461538460000004,103.0,748.0,17025.0,928.0,0.0
1.0,3.0,1.0,0.0,14.0,0.0,12.0,3.0,0.0,88.0,78.0,0.0,0.13636363599999998,1.0,14.0,28.0,0.871794872,0.857142857,26.0,2.0,2.166666667,72.0,783.0,11259.0,840.0,0.0
1.0,1.0,1.0,0.0,20.0,0.0,20.0,0.0,-1.0,39.0,39.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,1.0,1.0,72.0,783.0,11259.0,840.0,0.0
0.0,6.0,1.0,3.0,16.0,2.0,16.0,4.0,0.0,114.0,114.0,50.0,0.28571428600000004,4.0,22.0,23.0,0.783333333,1.0,23.0,1.4375,1.4375,72.0,783.0,11259.0,840.0,0.0
1.0,3.0,1.0,2.0,35.0,13.0,33.0,32.0,31.0,1121.0,1112.0,1976.0,0.148148148,22.0,120.0,147.0,0.953125,0.8888888890000001,145.0,4.2,4.393939393999999,168.0,690.0,21327.0,989.0,0.0
0.0,6.0,1.0,2.0,10.0,9.0,8.0,2.0,33.0,189.0,173.0,246.0,1.0,21.0,75.0,40.0,0.666666667,0.833333333,37.0,4.0,4.625,168.0,690.0,21327.0,989.0,0.0
1.0,3.0,1.0,2.0,25.0,7.0,14.0,13.0,31.0,399.0,338.0,247.0,0.20652173899999998,12.0,80.0,67.0,0.8942307690000001,0.541666667,55.0,2.68,3.928571429,168.0,690.0,21327.0,989.0,0.0
0.0,18.0,2.0,4.0,41.0,13.0,26.0,17.0,30.0,931.0,829.0,2032.0,0.102272727,18.0,136.0,153.0,0.913235294,0.53125,130.0,3.7317073169999997,5.0,168.0,690.0,21327.0,989.0,0.0
0.0,7.0,1.0,5.0,14.0,0.0,13.0,9.0,1.0,125.0,120.0,0.0,0.654545455,1.0,15.0,32.0,0.7094017090000001,0.6875,31.0,2.285714286,2.384615385,168.0,690.0,21327.0,989.0,0.0
1.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,16.0,16.0,12.0,0.0,3.0,5.0,3.0,0.0,1.0,3.0,1.0,1.0,17.0,78.0,1677.0,87.0,0.0
1.0,3.0,1.0,2.0,12.0,2.0,8.0,3.0,3.0,111.0,91.0,102.0,0.39285714299999996,6.0,23.0,24.0,0.848484848,0.636363636,20.0,2.0,2.5,5.0,28.0,472.0,39.0,0.0
5.0,9.0,5.0,15.0,7.0,5.0,7.0,1.0,27.0,55.0,55.0,51.0,0.5,31.0,73.0,12.0,0.666666667,1.0,12.0,1.714285714,1.714285714,7.0,42.0,398.0,47.0,1.0
3.0,145.0,18.0,36.0,12.0,14.0,12.0,1.0,19.0,329.0,329.0,785.0,0.047619048,20.0,89.0,74.0,0.818181818,1.0,74.0,6.166666667,6.166666667,45.0,313.0,8348.0,385.0,0.0
4.0,11.0,6.0,19.0,22.0,18.0,21.0,9.0,0.0,715.0,703.0,3136.0,0.484848485,20.0,77.0,84.0,0.80952381,0.8888888890000001,83.0,3.8181818180000002,3.952380952,45.0,313.0,8348.0,385.0,0.0
3.0,20.0,4.0,21.0,74.0,19.0,54.0,51.0,28.0,1770.0,1616.0,7157.0,0.072077922,25.0,189.0,301.0,0.96803653,0.6785714290000001,266.0,4.067567568,4.925925926000001,45.0,313.0,8348.0,385.0,0.0
3.0,3.0,3.0,5.0,9.0,0.0,9.0,12.0,0.0,102.0,102.0,0.0,0.222222222,0.0,9.0,11.0,0.864583333,0.5625,11.0,1.222222222,1.222222222,31.0,348.0,5792.0,436.0,1.0
3.0,10.0,4.0,5.0,24.0,19.0,23.0,12.0,0.0,768.0,760.0,1078.0,0.287878788,16.0,64.0,101.0,0.898550725,1.0,99.0,4.208333333,4.304347826,103.0,748.0,17025.0,928.0,0.0
4.0,7.0,5.0,6.0,15.0,5.0,15.0,4.0,0.0,98.0,98.0,134.0,0.41025641,5.0,26.0,22.0,0.75,1.0,22.0,1.466666667,1.466666667,103.0,748.0,17025.0,928.0,0.0
3.0,16.0,5.0,9.0,9.0,4.0,9.0,9.0,3.0,98.0,98.0,32.0,0.3,4.0,15.0,14.0,0.819444444,1.0,14.0,1.5555555559999998,1.5555555559999998,103.0,748.0,17025.0,928.0,0.0
5.0,9.0,5.0,11.0,10.0,7.0,10.0,0.0,36.0,325.0,325.0,286.0,0.0,14.0,83.0,60.0,0.0,1.0,60.0,6.0,6.0,103.0,748.0,17025.0,928.0,1.0
4.0,7.0,4.0,6.0,38.0,11.0,16.0,31.0,-1.0,823.0,715.0,548.0,0.070570571,10.0,61.0,72.0,0.9816913690000001,-1.0,49.0,1.894736842,3.0625,103.0,748.0,17025.0,928.0,0.0
4.0,19.0,6.0,8.0,20.0,8.0,17.0,11.0,0.0,401.0,379.0,790.0,0.18382352899999999,8.0,48.0,74.0,0.913875598,1.0,69.0,3.7,4.058823529,103.0,748.0,17025.0,928.0,0.0
6.0,7.0,6.0,6.0,46.0,12.0,36.0,5.0,29.0,545.0,492.0,2913.0,0.057317072999999996,37.0,166.0,105.0,0.924444444,0.7777777779999999,90.0,2.282608696,2.5,103.0,748.0,17025.0,928.0,1.0
3.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,-1.0,16.0,16.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,103.0,748.0,17025.0,928.0,0.0
