ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_public_visibility_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_standard_design_methods,is_feature_envy
3.0,1.0,6.0,122.0,24.0,12.0,25.0,0.5,2.0,1.0,4.0,0.5,63.0,3.0,5.0,54.0,-1.0,2005.0,1910.0,11.0,0.38350300000000004,3.0,77.0,244.0,0.953717,-1.0,233.0,3.8730160000000002,4.314815,11.0,101.0,2259.0,113.0,66.0,10.0,629.0,479.0,11929.0,34.0,55.0,58.0,50.0,0.0
0.0,0.0,1.0,10.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,28.0,6.0,4.0,0.0,199.0,199.0,9.0,1.0,11.0,22.0,20.0,0.818182,1.0,20.0,5.0,5.0,39.0,360.0,17417.0,425.0,789.0,155.0,9246.0,7348.0,188289.0,4.0,5.0,5.0,4.0,0.0
15.0,3.0,2.0,17.0,2.0,6.0,25.0,0.0,1.0,0.0,5.0,0.2,1.0,15.0,1.0,1.0,0.0,20.0,20.0,0.0,1.0,5.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,153.0,385.0,6579.0,454.0,190.0,3.0,713.0,563.0,9457.0,1.0,2.0,2.0,1.0,0.0
13.0,4.0,3.0,250.0,1.0,4.0,32.0,0.1875,12.0,14.0,26.0,0.461538,9.0,0.0,12.0,5.0,45.0,379.0,333.0,14.0,0.0,28.0,120.0,9.0,1.0,0.555556,5.0,1.0,1.0,36.0,113.0,2750.0,188.0,1542.0,130.0,11967.0,9063.0,213479.0,9.0,9.0,9.0,4.0,0.0
6.0,1.0,1.0,16.0,4.0,1.0,10.0,0.333333,1.0,2.0,2.0,0.5,5.0,3.0,2.0,2.0,43.0,68.0,40.0,4.0,0.0,15.0,54.0,8.0,1.0,0.22222199999999998,5.0,1.6,2.5,6.0,20.0,453.0,35.0,497.0,38.0,5768.0,4374.0,117757.0,5.0,5.0,5.0,1.0,0.0
2.0,1.0,2.0,11.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,6.0,32.0,54.0,54.0,2.0,1.0,5.0,56.0,9.0,1.0,0.5,9.0,1.5,1.5,20.0,72.0,701.0,72.0,60.0,0.0,254.0,243.0,2453.0,2.0,6.0,6.0,6.0,0.0
16.0,9.0,9.0,169.0,22.0,29.0,57.0,0.448276,17.0,16.0,21.0,0.809524,29.0,44.0,38.0,26.0,4.0,1583.0,1538.0,71.0,0.809524,58.0,154.0,163.0,0.975914,0.875,158.0,5.62069,6.076923000000001,2.0,29.0,1583.0,32.0,262.0,57.0,1805.0,1524.0,34404.0,8.0,28.0,21.0,25.0,1.0
1.0,1.0,1.0,7.0,1.0,3.0,7.0,1.0,4.0,3.0,4.0,1.0,23.0,1.0,7.0,22.0,-1.0,293.0,276.0,11.0,0.380952,9.0,35.0,34.0,0.9494950000000001,-1.0,32.0,1.478261,1.454545,15.0,334.0,5688.0,377.0,649.0,50.0,5366.0,4947.0,94240.0,17.0,23.0,23.0,21.0,0.0
0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,49.0,54.0,54.0,2.0,0.0,24.0,79.0,2.0,1.0,1.0,2.0,1.0,1.0,69.0,182.0,4524.0,247.0,1538.0,183.0,15627.0,11949.0,283829.0,3.0,3.0,3.0,2.0,0.0
0.0,0.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,45.0,59.0,59.0,1.0,0.0,0.0,7.0,11.0,1.0,1.0,11.0,1.833333,1.833333,2.0,7.0,59.0,7.0,208.0,29.0,1302.0,1252.0,12103.0,4.0,6.0,6.0,5.0,0.0
0.0,0.0,2.0,23.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,228.0,228.0,0.0,1.0,0.0,11.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,228.0,11.0,102.0,2.0,808.0,724.0,19045.0,3.0,11.0,10.0,10.0,0.0
8.0,3.0,2.0,38.0,12.0,7.0,15.0,0.0,4.0,5.0,11.0,0.363636,2.0,8.0,4.0,2.0,14.0,53.0,53.0,7.0,0.0,13.0,28.0,16.0,0.0,1.0,16.0,8.0,8.0,24.0,74.0,1128.0,75.0,1855.0,212.0,11709.0,8793.0,102803.0,3.0,3.0,3.0,2.0,1.0
0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,5.0,0.0,121.0,84.0,11.0,0.714286,9.0,23.0,11.0,0.875,0.375,7.0,1.222222,1.4,4.0,14.0,189.0,27.0,1188.0,117.0,6818.0,5763.0,109035.0,7.0,9.0,8.0,4.0,0.0
6.0,1.0,2.0,18.0,2.0,3.0,9.0,0.0,2.0,2.0,2.0,1.0,31.0,14.0,10.0,29.0,-1.0,1151.0,1127.0,29.0,0.0,11.0,53.0,56.0,1.0,-1.0,54.0,1.806452,1.862069,82.0,432.0,6459.0,443.0,299.0,33.0,1475.0,1431.0,28493.0,28.0,31.0,31.0,28.0,0.0
1.0,1.0,2.0,8.0,2.0,3.0,6.0,0.666667,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,-1.0,25.0,25.0,5.0,1.0,47.0,7.0,6.0,1.0,-1.0,6.0,3.0,3.0,11.0,79.0,912.0,80.0,2023.0,119.0,17693.0,16365.0,199533.0,0.0,2.0,2.0,1.0,0.0
0.0,0.0,2.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,4.0,0.0,196.0,196.0,11.0,0.0,0.0,15.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,993.0,111.0,91.0,9.0,585.0,567.0,8432.0,2.0,4.0,0.0,4.0,0.0
13.0,3.0,4.0,46.0,6.0,4.0,23.0,0.2,5.0,7.0,17.0,0.294118,7.0,13.0,6.0,5.0,72.0,101.0,91.0,11.0,0.666667,14.0,80.0,14.0,0.916667,0.714286,12.0,2.0,2.4,9.0,47.0,1185.0,109.0,567.0,75.0,5715.0,3996.0,78591.0,7.0,7.0,7.0,4.0,1.0
7.0,4.0,3.0,36.0,4.0,11.0,21.0,0.2,9.0,14.0,17.0,0.529412,7.0,11.0,11.0,7.0,0.0,230.0,230.0,24.0,1.0,12.0,34.0,29.0,0.666667,1.0,29.0,4.142857,4.142857,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,7.0,7.0,7.0,6.0,0.0
1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,43.0,68.0,40.0,4.0,0.0,15.0,54.0,8.0,1.0,0.22222199999999998,5.0,1.6,2.5,6.0,20.0,453.0,35.0,497.0,38.0,5768.0,4374.0,117757.0,5.0,5.0,5.0,1.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,6.0,5.0,482.0,0.0,6989.0,6929.0,10.0,0.8633719999999999,7.0,503.0,2681.0,0.9796440000000001,0.912409,2671.0,5.460285,5.541494,9.0,583.0,10474.0,596.0,107.0,10.0,3309.0,3159.0,58364.0,134.0,379.0,378.0,477.0,0.0
0.0,0.0,1.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,63.0,21.0,21.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.5,1.5,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,1.0,2.0,2.0,1.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,12.0,12.0,1.0,0.0,5.0,11.0,3.0,0.0,1.0,3.0,1.5,1.5,8.0,20.0,147.0,20.0,204.0,11.0,1031.0,987.0,9065.0,2.0,3.0,3.0,2.0,0.0
39.0,3.0,2.0,239.0,41.0,10.0,73.0,0.35,9.0,14.0,14.0,0.642857,104.0,72.0,21.0,57.0,0.0,1512.0,1211.0,56.0,0.389404,29.0,173.0,229.0,0.95083,0.464912,180.0,2.201923,3.157895,4.0,112.0,3186.0,172.0,465.0,54.0,7652.0,6749.0,171667.0,100.0,104.0,67.0,55.0,1.0
6.0,3.0,5.0,183.0,23.0,22.0,34.0,0.454545,13.0,25.0,28.0,0.464286,18.0,6.0,17.0,10.0,0.0,493.0,438.0,32.0,0.736264,19.0,53.0,57.0,0.931373,0.5,49.0,3.166667,4.9,28.0,129.0,2768.0,165.0,1908.0,124.0,12486.0,11008.0,214819.0,17.0,12.0,12.0,7.0,1.0
0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,11.0,98.0,68.0,4.0,1.0,3.0,22.0,10.0,0.666667,0.6,6.0,1.4285709999999998,1.2,9.0,50.0,1207.0,69.0,515.0,79.0,3790.0,3254.0,68929.0,5.0,7.0,7.0,2.0,0.0
17.0,3.0,5.0,136.0,52.0,10.0,30.0,0.227273,2.0,8.0,13.0,0.153846,17.0,51.0,7.0,15.0,0.0,695.0,616.0,18.0,0.722222,10.0,49.0,179.0,0.825893,0.75,165.0,10.529411999999999,11.0,4.0,37.0,1180.0,39.0,131.0,16.0,1404.0,1137.0,25747.0,9.0,17.0,16.0,14.0,1.0
24.0,6.0,8.0,374.0,87.0,39.0,72.0,0.076923,8.0,14.0,22.0,0.363636,6.0,27.0,8.0,5.0,0.0,523.0,495.0,16.0,1.0,11.0,33.0,114.0,0.75,1.0,109.0,19.0,21.8,80.0,263.0,5748.0,334.0,255.0,7.0,1450.0,1087.0,24112.0,2.0,6.0,6.0,4.0,1.0
0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,25.0,15.0,5.0,5.0,214.0,214.0,27.0,1.0,22.0,51.0,29.0,0.0,1.0,29.0,5.8,5.8,14.0,41.0,1004.0,41.0,786.0,63.0,3884.0,3333.0,53617.0,2.0,5.0,5.0,4.0,0.0
0.0,0.0,7.0,388.0,78.0,23.0,23.0,0.0,3.0,5.0,5.0,0.6,4.0,0.0,3.0,4.0,0.0,441.0,441.0,5.0,0.0,3.0,9.0,87.0,0.0,1.0,87.0,21.75,21.75,7.0,36.0,1563.0,37.0,2361.0,192.0,18015.0,15303.0,284934.0,3.0,5.0,5.0,4.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,5.0,5.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,24.0,264.0,25.0,959.0,115.0,5518.0,4398.0,58718.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,6.0,111.0,21.0,16.0,19.0,0.666667,2.0,4.0,4.0,0.5,35.0,3.0,4.0,33.0,0.0,754.0,724.0,11.0,0.8787879999999999,3.0,46.0,132.0,0.45588199999999995,0.935484,127.0,3.771429,3.8484849999999997,4.0,77.0,1466.0,79.0,525.0,67.0,4143.0,3956.0,75688.0,31.0,35.0,34.0,31.0,0.0
0.0,0.0,6.0,101.0,32.0,8.0,13.0,1.0,5.0,7.0,7.0,0.714286,35.0,4.0,24.0,33.0,20.0,1508.0,1454.0,47.0,0.462185,32.0,121.0,257.0,0.8597290000000001,0.875,250.0,7.342857,7.575758,18.0,135.0,4738.0,149.0,1538.0,183.0,15627.0,11949.0,283829.0,8.0,35.0,33.0,33.0,0.0
0.0,0.0,6.0,112.0,10.0,25.0,30.0,1.0,8.0,9.0,9.0,0.8888889999999999,68.0,3.0,17.0,41.0,60.0,1541.0,1078.0,35.0,0.12903199999999998,29.0,163.0,152.0,0.964791,0.458333,104.0,2.2352939999999997,2.5365849999999996,46.0,1076.0,33993.0,1556.0,960.0,103.0,11810.0,10192.0,247421.0,60.0,68.0,68.0,38.0,0.0
3.0,2.0,6.0,228.0,29.0,27.0,32.0,0.4,13.0,27.0,30.0,0.43333299999999997,14.0,8.0,18.0,14.0,0.0,787.0,787.0,44.0,0.857143,19.0,64.0,82.0,0.8846149999999999,1.0,82.0,5.857143,5.857143,30.0,161.0,4044.0,181.0,567.0,75.0,5715.0,3996.0,78591.0,14.0,14.0,0.0,14.0,1.0
0.0,0.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0,29.0,29.0,2.0,1.0,3.0,6.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,12.0,148.0,12.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,4.0,4.0,3.0,0.0
0.0,0.0,6.0,110.0,35.0,14.0,28.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,25.0,0.0,1137.0,1109.0,3.0,0.6,1.0,31.0,182.0,0.9182629999999999,0.241379,177.0,6.5,7.08,245.0,2644.0,73431.0,3557.0,497.0,38.0,5768.0,4374.0,117757.0,8.0,27.0,19.0,22.0,0.0
13.0,1.0,3.0,47.0,13.0,10.0,27.0,0.07142899999999999,2.0,2.0,6.0,0.333333,12.0,22.0,5.0,11.0,77.0,181.0,176.0,12.0,1.0,10.0,31.0,32.0,0.363636,0.5,31.0,2.666667,2.818182,1.0,11.0,181.0,12.0,606.0,65.0,5527.0,2783.0,69698.0,2.0,12.0,12.0,10.0,1.0
0.0,0.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,491.0,6.0,5.0,482.0,0.0,6989.0,6929.0,10.0,0.8633719999999999,7.0,503.0,2681.0,0.9796440000000001,0.912409,2671.0,5.460285,5.541494,9.0,583.0,10474.0,596.0,107.0,10.0,3309.0,3159.0,58364.0,134.0,379.0,378.0,477.0,0.0
0.0,0.0,6.0,80.0,17.0,14.0,18.0,1.0,4.0,6.0,6.0,0.666667,16.0,0.0,5.0,7.0,-1.0,248.0,188.0,11.0,0.209524,7.0,27.0,54.0,0.891667,-1.0,45.0,3.375,6.428571,11.0,32.0,1322.0,72.0,121.0,31.0,1271.0,982.0,18172.0,5.0,8.0,8.0,7.0,0.0
0.0,0.0,3.0,98.0,7.0,8.0,15.0,1.0,2.0,2.0,2.0,1.0,30.0,1.0,6.0,8.0,0.0,319.0,175.0,5.0,0.192118,5.0,36.0,74.0,0.923645,0.241379,30.0,2.4666669999999997,3.75,41.0,103.0,2259.0,161.0,132.0,23.0,1278.0,781.0,18243.0,29.0,30.0,30.0,8.0,0.0
0.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,39.0,34.0,0.0,0.0,0.0,5.0,9.0,1.0,0.666667,8.0,1.8,2.0,11.0,24.0,264.0,25.0,959.0,115.0,5518.0,4398.0,58718.0,3.0,5.0,4.0,3.0,0.0
1.0,1.0,2.0,27.0,4.0,6.0,7.0,0.0,1.0,2.0,2.0,0.5,3.0,1.0,2.0,3.0,72.0,88.0,88.0,3.0,1.0,2.0,6.0,10.0,0.0,1.0,10.0,3.333333,3.333333,3.0,28.0,619.0,34.0,56.0,5.0,502.0,445.0,10835.0,2.0,3.0,2.0,2.0,0.0
6.0,5.0,6.0,161.0,20.0,18.0,27.0,0.166667,8.0,17.0,22.0,0.363636,9.0,7.0,8.0,9.0,0.0,236.0,236.0,19.0,0.0,11.0,35.0,33.0,0.875,1.0,33.0,3.666667,3.666667,4.0,28.0,516.0,30.0,849.0,78.0,5788.0,4778.0,65687.0,7.0,9.0,9.0,8.0,1.0
0.0,0.0,6.0,147.0,23.0,21.0,24.0,1.0,2.0,7.0,7.0,0.28571399999999997,9.0,0.0,3.0,9.0,0.0,393.0,393.0,13.0,1.0,2.0,22.0,75.0,0.642857,0.0,75.0,8.333333,8.333333,19.0,124.0,3177.0,133.0,121.0,31.0,1271.0,982.0,18172.0,0.0,9.0,8.0,8.0,0.0
11.0,1.0,2.0,10.0,2.0,3.0,21.0,0.17647100000000002,2.0,0.0,2.0,1.0,14.0,12.0,8.0,11.0,520.0,319.0,261.0,15.0,1.0,4.0,32.0,31.0,0.86014,0.428571,20.0,2.214286,1.818182,10.0,44.0,903.0,52.0,813.0,36.0,4551.0,3762.0,68127.0,9.0,14.0,14.0,8.0,0.0
0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,15.0,11.0,50.0,323.0,323.0,29.0,0.22222199999999998,26.0,137.0,49.0,0.96,0.875,49.0,4.4545449999999995,4.4545449999999995,4.0,16.0,323.0,16.0,118.0,11.0,1092.0,888.0,14175.0,7.0,11.0,11.0,10.0,0.0
0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,11.0,23.0,24.0,0.0,1323.0,815.0,29.0,0.636842,27.0,69.0,316.0,0.896552,0.535714,202.0,10.533333,8.416667,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,20.0,30.0,30.0,23.0,0.0
5.0,2.0,6.0,102.0,22.0,37.0,60.0,0.6190479999999999,6.0,14.0,15.0,0.4,7.0,5.0,16.0,7.0,0.0,430.0,430.0,47.0,1.0,17.0,56.0,54.0,0.8703700000000001,1.0,54.0,7.714286,7.714286,8.0,27.0,646.0,28.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,7.0,7.0,6.0,0.0
0.0,0.0,1.0,6.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,3.0,18.0,95.0,75.0,4.0,0.6,7.0,27.0,9.0,0.75,0.6,7.0,1.8,2.333333,11.0,56.0,1645.0,81.0,128.0,16.0,1064.0,796.0,20892.0,5.0,5.0,5.0,3.0,0.0
0.0,0.0,8.0,284.0,35.0,24.0,43.0,0.466667,5.0,11.0,19.0,0.263158,9.0,0.0,7.0,9.0,0.0,1566.0,1566.0,22.0,1.0,4.0,49.0,90.0,0.895833,1.0,90.0,10.0,10.0,8.0,64.0,1627.0,92.0,262.0,57.0,1805.0,1524.0,34404.0,2.0,9.0,5.0,7.0,0.0
41.0,6.0,6.0,381.0,150.0,29.0,77.0,0.229167,6.0,10.0,24.0,0.25,228.0,243.0,32.0,187.0,-1.0,6957.0,6373.0,194.0,0.092497,67.0,500.0,1621.0,0.9876,-1.0,1508.0,7.109649,8.064171,159.0,3633.0,85061.0,4912.0,2096.0,64.0,13676.0,11072.0,315953.0,216.0,224.0,217.0,185.0,1.0
20.0,8.0,3.0,103.0,16.0,13.0,58.0,0.487179,13.0,21.0,39.0,0.333333,33.0,59.0,27.0,30.0,0.0,802.0,774.0,76.0,0.251232,32.0,145.0,143.0,0.9247690000000001,0.545455,134.0,4.3333330000000005,4.466667,760.0,1182.0,32189.0,1188.0,2096.0,64.0,13676.0,11072.0,315953.0,8.0,33.0,33.0,28.0,1.0
5.0,3.0,6.0,119.0,15.0,14.0,26.0,0.5,6.0,10.0,14.0,0.428571,8.0,5.0,6.0,7.0,520.0,264.0,259.0,11.0,0.533333,6.0,25.0,28.0,0.94958,0.416667,27.0,3.5,3.857143,9.0,30.0,710.0,43.0,399.0,23.0,2996.0,2349.0,53577.0,6.0,8.0,8.0,6.0,1.0
9.0,1.0,8.0,402.0,72.0,32.0,44.0,0.25,2.0,3.0,3.0,0.666667,16.0,11.0,5.0,11.0,0.0,739.0,714.0,7.0,0.714286,4.0,24.0,117.0,0.866667,0.5,112.0,7.3125,10.181818,15.0,154.0,4404.0,202.0,100.0,5.0,703.0,613.0,14480.0,10.0,16.0,16.0,9.0,1.0
1.0,1.0,6.0,125.0,30.0,17.0,32.0,0.9285709999999999,6.0,12.0,12.0,0.5,13.0,4.0,7.0,12.0,13.0,410.0,402.0,15.0,0.666667,8.0,41.0,67.0,0.967593,1.0,66.0,5.153846,5.5,4.0,32.0,754.0,39.0,649.0,50.0,5366.0,4947.0,94240.0,2.0,14.0,13.0,12.0,0.0
0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,67.0,31.0,31.0,4.0,0.0,10.0,41.0,4.0,0.0,1.0,4.0,1.333333,1.333333,4.0,17.0,277.0,18.0,2361.0,192.0,18015.0,15303.0,284934.0,1.0,3.0,3.0,2.0,0.0
0.0,0.0,2.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,31.0,31.0,3.0,1.0,4.0,6.0,5.0,0.5,1.0,5.0,1.666667,1.666667,28.0,215.0,2473.0,226.0,604.0,41.0,5154.0,4917.0,82661.0,3.0,3.0,3.0,2.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,9.0,12.0,0.0,290.0,290.0,20.0,0.8909090000000001,11.0,34.0,21.0,0.8636360000000001,1.0,21.0,1.75,1.75,12.0,112.0,2820.0,121.0,208.0,14.0,1593.0,1411.0,26472.0,11.0,12.0,12.0,11.0,0.0
42.0,11.0,8.0,391.0,54.0,40.0,99.0,0.125,18.0,18.0,48.0,0.375,16.0,54.0,25.0,11.0,4.0,613.0,573.0,28.0,0.22222199999999998,29.0,87.0,80.0,0.922222,0.5,75.0,5.0,6.818182000000001,39.0,171.0,5595.0,278.0,606.0,65.0,5527.0,2783.0,69698.0,10.0,16.0,16.0,11.0,1.0
0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,11.0,0.0,146.0,146.0,1.0,0.622222,0.0,12.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,197.0,16.0,66.0,8.0,641.0,438.0,8425.0,10.0,2.0,2.0,10.0,0.0
1.0,1.0,2.0,16.0,2.0,5.0,7.0,1.0,5.0,6.0,6.0,0.833333,7.0,11.0,11.0,7.0,0.0,230.0,230.0,24.0,1.0,12.0,34.0,29.0,0.666667,1.0,29.0,4.142857,4.142857,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,7.0,7.0,7.0,6.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.0,5.0,53.0,520.0,2078.0,1633.0,4.0,0.11512599999999999,1.0,94.0,136.0,0.959583,0.292929,88.0,1.52809,1.660377,50.0,400.0,12877.0,545.0,426.0,16.0,1879.0,1530.0,33431.0,65.0,89.0,89.0,52.0,0.0
0.0,0.0,9.0,177.0,21.0,19.0,20.0,0.0,4.0,9.0,9.0,0.44444399999999995,2.0,2.0,12.0,2.0,158.0,1405.0,1405.0,18.0,0.0,23.0,90.0,25.0,1.0,0.666667,25.0,12.5,12.5,12.0,39.0,2029.0,54.0,764.0,30.0,4305.0,3256.0,120720.0,2.0,2.0,1.0,2.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,22.0,8.0,21.0,0.0,444.0,419.0,23.0,0.463158,10.0,58.0,69.0,0.901176,0.344828,64.0,2.6538459999999997,3.047619,4.0,112.0,3186.0,172.0,465.0,54.0,7652.0,6749.0,171667.0,15.0,26.0,18.0,19.0,0.0
3.0,1.0,7.0,166.0,46.0,12.0,33.0,0.6875,4.0,10.0,11.0,0.363636,66.0,40.0,40.0,48.0,11.0,3909.0,3664.0,115.0,0.138095,50.0,212.0,647.0,0.967983,0.527778,623.0,9.80303,12.979167,51.0,386.0,14767.0,554.0,1542.0,130.0,11967.0,9063.0,213479.0,36.0,66.0,64.0,45.0,0.0
2.0,1.0,7.0,183.0,42.0,12.0,33.0,0.9047620000000001,1.0,4.0,4.0,0.25,30.0,5.0,3.0,29.0,0.0,1505.0,1496.0,12.0,0.8490030000000001,3.0,42.0,251.0,0.875332,0.75,250.0,8.366667,8.62069,11.0,121.0,2856.0,130.0,465.0,54.0,7652.0,6749.0,171667.0,7.0,30.0,30.0,28.0,0.0
0.0,0.0,3.0,30.0,4.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,269.0,269.0,1.0,1.0,1.0,9.0,24.0,0.857143,1.0,24.0,3.0,3.0,1.0,8.0,269.0,8.0,388.0,47.0,2957.0,2678.0,55590.0,4.0,6.0,5.0,8.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,11.0,0.0,146.0,146.0,1.0,0.622222,0.0,12.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,197.0,16.0,66.0,8.0,641.0,438.0,8425.0,10.0,2.0,2.0,10.0,0.0
1.0,1.0,6.0,102.0,23.0,23.0,25.0,0.5,1.0,3.0,3.0,0.333333,54.0,26.0,23.0,32.0,25.0,1614.0,1257.0,42.0,0.44237600000000005,44.0,158.0,271.0,0.766038,0.55102,209.0,5.018519,6.53125,68.0,681.0,16486.0,924.0,799.0,32.0,6880.0,5602.0,136533.0,49.0,51.0,46.0,29.0,0.0
7.0,1.0,1.0,20.0,1.0,4.0,11.0,0.0,1.0,1.0,1.0,1.0,13.0,8.0,6.0,13.0,0.0,307.0,307.0,17.0,0.0,6.0,21.0,26.0,1.0,1.0,26.0,2.0,2.0,69.0,293.0,6812.0,299.0,299.0,33.0,1475.0,1431.0,28493.0,4.0,13.0,13.0,12.0,0.0
1.0,1.0,3.0,22.0,3.0,6.0,10.0,0.75,1.0,0.0,1.0,1.0,9.0,1.0,4.0,9.0,0.0,200.0,200.0,2.0,1.0,3.0,13.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,817.0,116.0,153.0,16.0,689.0,510.0,8378.0,6.0,9.0,7.0,8.0,0.0
0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,11.0,0.0,214.0,174.0,5.0,0.076923,4.0,19.0,15.0,0.9038459999999999,0.785714,12.0,1.0714290000000002,1.090909,1.0,11.0,214.0,14.0,1542.0,130.0,11967.0,9063.0,213479.0,14.0,14.0,13.0,10.0,0.0
7.0,2.0,3.0,39.0,7.0,1.0,12.0,0.22222199999999998,4.0,6.0,8.0,0.5,62.0,18.0,27.0,60.0,0.0,1912.0,1866.0,96.0,0.623164,25.0,160.0,220.0,0.9490940000000001,0.1,214.0,3.5483870000000004,3.566667,39.0,282.0,3051.0,292.0,1196.0,192.0,9900.0,9201.0,117117.0,2.0,63.0,62.0,60.0,0.0
2.0,2.0,1.0,5.0,1.0,1.0,5.0,0.666667,3.0,2.0,4.0,0.75,11.0,1.0,11.0,10.0,130.0,330.0,322.0,20.0,0.6190479999999999,24.0,232.0,34.0,0.85,0.8888889999999999,33.0,3.090909,3.3,36.0,181.0,4505.0,221.0,399.0,23.0,2996.0,2349.0,53577.0,9.0,11.0,11.0,7.0,0.0
19.0,6.0,6.0,143.0,17.0,20.0,47.0,0.0,11.0,22.0,33.0,0.333333,5.0,25.0,15.0,5.0,5.0,214.0,214.0,27.0,1.0,22.0,51.0,29.0,0.0,1.0,29.0,5.8,5.8,14.0,41.0,1004.0,41.0,786.0,63.0,3884.0,3333.0,53617.0,2.0,5.0,5.0,4.0,1.0
