NOM_type,LOC_type,LOCNAMM_type,TCC_type,RFC_type,WMC_type,LCOM5_type,AMW_type,NOMNAMM_package,LOC_package,NOM_package,number_not_abstract_not_final_methods,number_not_final_not_static_methods,is_data_class
67.0,2216.0,2100.0,0.414966,268.0,422.0,0.9196129999999999,6.298507,2196.0,69768.0,2620.0,67.0,66.0,1.0
3.0,31.0,31.0,1.0,9.0,4.0,0.5,1.333333,33.0,598.0,43.0,3.0,3.0,0.0
4.0,25.0,7.0,0.333333,4.0,4.0,0.666667,1.0,26.0,817.0,116.0,5.0,5.0,1.0
31.0,1142.0,1142.0,0.40579699999999996,82.0,138.0,0.8111109999999999,4.451613,247.0,5146.0,397.0,31.0,31.0,1.0
11.0,58.0,58.0,0.0,11.0,11.0,0.0,1.0,471.0,3219.0,549.0,11.0,11.0,0.0
3.0,37.0,16.0,0.0,9.0,3.0,1.0,1.0,53.0,1024.0,73.0,3.0,3.0,1.0
33.0,3563.0,3455.0,0.577778,161.0,382.0,0.787716,11.575758,74.0,3924.0,84.0,33.0,33.0,1.0
29.0,1371.0,1371.0,1.0,87.0,328.0,0.723214,11.310345,100.0,2639.0,109.0,29.0,23.0,1.0
23.0,149.0,41.0,0.051948,23.0,30.0,0.9787879999999999,1.304348,64.0,1627.0,92.0,23.0,23.0,0.0
11.0,142.0,92.0,0.0,11.0,11.0,1.0,1.0,84.0,4557.0,116.0,11.0,11.0,1.0
1.0,43.0,43.0,1.0,1.0,1.0,0.0,1.0,360.0,17417.0,425.0,1.0,1.0,0.0
27.0,1469.0,1413.0,0.22380999999999998,103.0,99.0,0.951417,3.666667,1241.0,19618.0,1466.0,26.0,26.0,0.0
88.0,1210.0,1063.0,0.14694400000000002,132.0,176.0,0.985925,2.0,2231.0,50650.0,2992.0,88.0,87.0,0.0
6.0,28.0,28.0,0.2,6.0,6.0,0.8,1.0,492.0,6260.0,600.0,7.0,7.0,0.0
2.0,76.0,76.0,1.0,3.0,2.0,1.0,1.0,46.0,1690.0,48.0,2.0,2.0,0.0
93.0,1494.0,1324.0,0.347339,202.0,289.0,0.961792,3.107527,203.0,4016.0,326.0,93.0,87.0,1.0
16.0,214.0,108.0,0.090909,19.0,16.0,0.933333,1.0,39.0,1026.0,76.0,16.0,16.0,1.0
4.0,17.0,17.0,0.333333,5.0,4.0,0.666667,1.0,19.0,73.0,19.0,4.0,4.0,0.0
25.0,199.0,37.0,0.243333,40.0,25.0,0.898148,1.0,27.0,1293.0,138.0,26.0,26.0,0.0
8.0,88.0,88.0,1.0,16.0,10.0,0.14285699999999998,1.25,130.0,1578.0,136.0,8.0,8.0,0.0
23.0,510.0,440.0,0.785714,38.0,43.0,0.779221,1.8695650000000001,299.0,7166.0,371.0,23.0,23.0,0.0
10.0,74.0,26.0,0.333333,10.0,10.0,0.777778,1.0,31.0,574.0,40.0,10.0,10.0,1.0
4.0,17.0,17.0,0.333333,5.0,4.0,0.666667,1.0,19.0,73.0,19.0,4.0,4.0,0.0
8.0,32.0,32.0,0.14285699999999998,8.0,8.0,0.857143,1.0,23.0,423.0,87.0,8.0,8.0,0.0
4.0,26.0,26.0,1.0,4.0,7.0,0.333333,1.75,72.0,701.0,72.0,4.0,4.0,0.0
8.0,48.0,18.0,0.2,14.0,8.0,1.0,1.0,239.0,7639.0,261.0,8.0,8.0,1.0
10.0,107.0,59.0,0.0,17.0,11.0,1.0,1.1,55.0,1274.0,72.0,10.0,10.0,1.0
7.0,63.0,20.0,0.3,7.0,8.0,1.0,1.142857,335.0,6239.0,404.0,7.0,7.0,0.0
10.0,86.0,22.0,0.14285699999999998,11.0,11.0,0.8888889999999999,1.1,399.0,14229.0,466.0,10.0,10.0,0.0
11.0,382.0,337.0,0.0,11.0,47.0,1.0,4.272727,9.0,382.0,11.0,9.0,10.0,0.0
1.0,83.0,83.0,1.0,1.0,1.0,0.0,1.0,58.0,3670.0,138.0,1.0,1.0,0.0
15.0,175.0,34.0,0.090909,18.0,16.0,0.9285709999999999,1.066667,58.0,1713.0,72.0,15.0,15.0,0.0
4.0,95.0,63.0,0.333333,4.0,4.0,1.0,1.0,399.0,14229.0,466.0,5.0,5.0,1.0
105.0,1747.0,1595.0,0.041208999999999996,1108.0,502.0,0.98803,4.780952,3633.0,85061.0,4912.0,106.0,106.0,1.0
64.0,1635.0,1395.0,0.330216,555.0,372.0,0.955267,5.8125,2644.0,73431.0,3557.0,64.0,62.0,1.0
7.0,79.0,45.0,0.23809499999999997,7.0,9.0,0.777778,1.285714,16.0,467.0,20.0,7.0,7.0,1.0
1.0,4.0,4.0,1.0,49.0,1.0,0.0,1.0,72.0,701.0,72.0,1.0,1.0,0.0
40.0,1353.0,1353.0,0.381818,210.0,211.0,0.9435899999999999,5.275,938.0,23070.0,1073.0,40.0,39.0,0.0
2.0,21.0,21.0,1.0,2.0,3.0,1.0,1.5,78.0,4403.0,88.0,2.0,2.0,0.0
21.0,1381.0,1277.0,0.4,115.0,166.0,0.9865079999999999,7.904762,266.0,5065.0,282.0,21.0,20.0,1.0
14.0,214.0,174.0,0.076923,19.0,15.0,0.9038459999999999,1.0714290000000002,11.0,214.0,14.0,14.0,13.0,0.0
43.0,1400.0,1348.0,0.340244,302.0,256.0,0.9444440000000001,5.953488,161.0,3417.0,181.0,43.0,43.0,1.0
53.0,2060.0,1951.0,0.262626,168.0,185.0,0.9714,3.4905660000000003,199.0,5441.0,224.0,53.0,49.0,1.0
2.0,12.0,12.0,0.0,3.0,2.0,0.0,1.0,12.0,148.0,12.0,3.0,3.0,0.0
6.0,70.0,70.0,0.2,52.0,30.0,0.9,5.0,72.0,701.0,72.0,6.0,6.0,0.0
7.0,101.0,53.0,0.0,7.0,7.0,1.0,1.0,163.0,7792.0,230.0,7.0,7.0,1.0
6.0,25.0,25.0,0.2,6.0,6.0,0.8,1.0,327.0,1934.0,410.0,7.0,7.0,0.0
12.0,125.0,55.0,0.11111099999999999,12.0,12.0,0.909091,1.0,40.0,1908.0,62.0,12.0,12.0,1.0
1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,66.0,822.0,68.0,2.0,2.0,0.0
1.0,24.0,24.0,1.0,1.0,1.0,0.0,1.0,27.0,796.0,30.0,1.0,1.0,0.0
11.0,146.0,146.0,0.622222,12.0,17.0,0.3,1.545455,16.0,197.0,16.0,2.0,2.0,0.0
12.0,96.0,45.0,1.0,39.0,21.0,0.636364,1.75,73.0,1076.0,136.0,12.0,12.0,0.0
11.0,52.0,2.0,0.11111099999999999,11.0,11.0,0.9,1.0,32.0,427.0,42.0,11.0,11.0,1.0
10.0,89.0,9.0,0.11111099999999999,10.0,10.0,0.9722219999999999,1.0,10.0,1119.0,136.0,11.0,11.0,1.0
5.0,68.0,40.0,0.0,54.0,8.0,1.0,1.6,20.0,453.0,35.0,5.0,5.0,0.0
9.0,82.0,82.0,0.0,20.0,10.0,0.0,1.111111,79.0,921.0,95.0,9.0,9.0,0.0
1.0,67.0,67.0,1.0,42.0,1.0,0.0,1.0,71.0,1801.0,106.0,1.0,1.0,0.0
8.0,85.0,21.0,0.0,58.0,10.0,0.0,1.25,20.0,453.0,35.0,8.0,8.0,0.0
50.0,2044.0,2022.0,0.35,73.0,219.0,0.963673,4.38,400.0,12877.0,545.0,50.0,50.0,1.0
14.0,250.0,190.0,0.533333,17.0,17.0,0.868132,1.214286,263.0,5748.0,334.0,14.0,14.0,0.0
4.0,196.0,196.0,0.0,15.0,8.0,0.0,2.0,106.0,993.0,111.0,4.0,0.0,0.0
6.0,61.0,61.0,0.333333,6.0,8.0,0.733333,1.333333,62.0,3268.0,263.0,7.0,7.0,0.0
7.0,5126.0,5126.0,0.0,134.0,181.0,1.0,25.857143,103.0,6189.0,111.0,7.0,3.0,0.0
50.0,3600.0,3405.0,0.272895,80.0,296.0,0.980867,5.92,277.0,7963.0,322.0,46.0,41.0,0.0
31.0,1142.0,1142.0,0.40579699999999996,82.0,138.0,0.8111109999999999,4.451613,247.0,5146.0,397.0,31.0,31.0,0.0
1.0,69.0,69.0,1.0,1.0,1.0,0.0,1.0,431.0,3562.0,432.0,1.0,1.0,0.0
7.0,98.0,68.0,1.0,22.0,10.0,0.666667,1.4285709999999998,50.0,1207.0,69.0,7.0,7.0,0.0
1.0,8.0,8.0,1.0,1.0,2.0,0.0,2.0,38.0,752.0,38.0,2.0,2.0,0.0
11.0,323.0,323.0,0.22222199999999998,137.0,49.0,0.96,4.4545449999999995,16.0,323.0,16.0,11.0,11.0,1.0
27.0,283.0,278.0,0.39076900000000003,40.0,55.0,0.9615379999999999,2.0370369999999998,171.0,1752.0,182.0,28.0,25.0,1.0
7.0,239.0,239.0,0.0,14.0,27.0,1.0,3.857143,165.0,3052.0,176.0,5.0,5.0,0.0
12.0,147.0,57.0,0.0,13.0,12.0,1.0,1.0,179.0,2936.0,197.0,12.0,12.0,0.0
8.0,125.0,125.0,0.5,16.0,31.0,0.892857,3.875,37.0,1180.0,39.0,8.0,8.0,0.0
1.0,9.0,9.0,1.0,1.0,2.0,0.0,2.0,16.0,323.0,16.0,2.0,2.0,0.0
5.0,34.0,14.0,0.0,5.0,5.0,1.0,1.0,3.0,44.0,7.0,5.0,5.0,1.0
4.0,22.0,7.0,0.0,4.0,4.0,1.0,1.0,118.0,1473.0,146.0,4.0,4.0,0.0
8.0,269.0,269.0,1.0,9.0,24.0,0.857143,3.0,8.0,269.0,8.0,6.0,5.0,0.0
82.0,1817.0,1678.0,0.41396000000000005,249.0,302.0,0.905783,3.682927,126.0,2443.0,144.0,82.0,82.0,1.0
2.0,105.0,93.0,1.0,37.0,4.0,1.0,2.0,199.0,4448.0,226.0,2.0,2.0,0.0
16.0,175.0,105.0,0.2,16.0,16.0,0.866667,1.0,32.0,659.0,53.0,16.0,16.0,0.0
6.0,26.0,26.0,0.2,6.0,6.0,0.8,1.0,35.0,1379.0,52.0,6.0,6.0,0.0
55.0,2214.0,2128.0,0.326797,72.0,264.0,0.9617549999999999,4.8,400.0,12877.0,545.0,55.0,55.0,1.0
11.0,23.0,23.0,0.177778,11.0,11.0,0.85,1.0,180.0,3199.0,232.0,11.0,11.0,1.0
13.0,531.0,531.0,1.0,81.0,51.0,0.9973120000000001,3.9230769999999997,30.0,1322.0,30.0,13.0,11.0,0.0
5.0,61.0,57.0,0.0,9.0,5.0,1.0,1.0,455.0,4694.0,492.0,4.0,3.0,0.0
10.0,74.0,26.0,0.333333,10.0,10.0,0.777778,1.0,31.0,574.0,40.0,10.0,10.0,0.0
72.0,1550.0,1550.0,0.154327,144.0,193.0,0.970951,2.680556,326.0,7907.0,389.0,70.0,0.0,0.0
37.0,1836.0,1825.0,0.005848,219.0,468.0,1.0,12.648649,2196.0,69768.0,2620.0,37.0,35.0,1.0
18.0,1172.0,1172.0,0.461538,71.0,238.0,0.894958,13.222222,399.0,14229.0,466.0,18.0,0.0,1.0
78.0,2200.0,2200.0,0.010723,78.0,826.0,0.993506,10.589744,426.0,13853.0,439.0,5.0,5.0,0.0
19.0,94.0,94.0,0.006536,28.0,25.0,1.0,1.3157889999999999,19.0,94.0,19.0,19.0,19.0,0.0
1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,7.0,59.0,7.0,2.0,2.0,0.0
6.0,24.0,24.0,0.2,6.0,6.0,0.8,1.0,23.0,423.0,87.0,7.0,7.0,1.0
67.0,1012.0,849.0,0.15625,123.0,174.0,0.972348,2.5970150000000003,2196.0,69768.0,2620.0,67.0,61.0,1.0
9.0,2412.0,2412.0,0.333333,85.0,217.0,0.9285709999999999,24.111110999999998,52.0,3195.0,67.0,9.0,9.0,1.0
40.0,330.0,330.0,0.08717899999999999,58.0,40.0,0.9717950000000001,1.0,27.0,1293.0,138.0,41.0,41.0,1.0
9.0,34.0,10.0,0.0,11.0,11.0,1.0,1.222222,64.0,1401.0,74.0,9.0,9.0,0.0
42.0,204.0,204.0,0.024390000000000002,42.0,42.0,0.984991,1.0,426.0,5272.0,1009.0,43.0,43.0,0.0
14.0,65.0,0.0,0.076923,14.0,14.0,0.934066,1.0,247.0,5146.0,397.0,14.0,14.0,0.0
7.0,135.0,135.0,0.0,20.0,20.0,0.0,2.857143,129.0,2768.0,165.0,1.0,0.0,0.0
1.0,33.0,33.0,1.0,42.0,1.0,0.0,1.0,71.0,1801.0,106.0,1.0,1.0,0.0
1.0,38.0,38.0,1.0,4.0,1.0,0.0,1.0,24.0,527.0,26.0,1.0,1.0,0.0
25.0,1157.0,1157.0,0.25,75.0,119.0,0.969551,4.76,67.0,2003.0,73.0,21.0,17.0,1.0
55.0,2214.0,2128.0,0.326797,72.0,264.0,0.9617549999999999,4.8,400.0,12877.0,545.0,55.0,55.0,0.0
2.0,16.0,16.0,0.0,41.0,3.0,1.0,1.5,72.0,701.0,72.0,3.0,2.0,0.0
6.0,24.0,24.0,0.2,6.0,6.0,0.8,1.0,16.0,210.0,49.0,7.0,7.0,1.0
64.0,1635.0,1395.0,0.330216,555.0,372.0,0.955267,5.8125,2644.0,73431.0,3557.0,64.0,62.0,0.0
38.0,1075.0,989.0,0.326437,174.0,164.0,0.9054049999999999,4.315789,681.0,16486.0,924.0,38.0,36.0,1.0
4.0,18.0,18.0,1.0,9.0,4.0,0.0,1.0,100.0,2639.0,109.0,4.0,4.0,0.0
11.0,146.0,146.0,0.622222,12.0,17.0,0.3,1.545455,16.0,197.0,16.0,2.0,2.0,0.0
1.0,65.0,65.0,1.0,4.0,1.0,0.0,1.0,428.0,12585.0,454.0,1.0,1.0,0.0
2.0,66.0,66.0,1.0,6.0,8.0,1.0,4.0,165.0,3052.0,176.0,2.0,2.0,0.0
139.0,3585.0,3336.0,0.468492,302.0,742.0,0.977158,5.338129,2644.0,73431.0,3557.0,138.0,114.0,0.0
26.0,1079.0,1058.0,0.383333,129.0,69.0,0.9485709999999999,2.6538459999999997,2415.0,33723.0,2606.0,26.0,26.0,1.0
70.0,2999.0,2999.0,0.495021,76.0,684.0,0.928327,9.771429,399.0,14229.0,466.0,65.0,27.0,1.0
7.0,83.0,65.0,0.2,7.0,7.0,0.833333,1.0,180.0,3199.0,232.0,7.0,7.0,1.0
1.0,41.0,41.0,1.0,1.0,1.0,0.0,1.0,73.0,1448.0,94.0,1.0,1.0,0.0
11.0,228.0,228.0,1.0,11.0,46.0,0.933333,4.181818,11.0,228.0,11.0,11.0,10.0,0.0
14.0,121.0,4.0,0.0,14.0,14.0,0.876923,1.0,54.0,2883.0,67.0,14.0,14.0,0.0
7.0,44.0,14.0,0.23809499999999997,7.0,7.0,0.777778,1.0,30.0,710.0,43.0,8.0,8.0,0.0
72.0,1550.0,1550.0,0.154327,144.0,193.0,0.970951,2.680556,326.0,7907.0,389.0,70.0,0.0,1.0
13.0,30.0,30.0,0.090909,13.0,13.0,0.916667,1.0,180.0,3199.0,232.0,13.0,13.0,0.0
66.0,1917.0,1917.0,0.007519,66.0,785.0,0.996923,11.893939,408.0,12655.0,440.0,5.0,5.0,1.0
36.0,818.0,818.0,0.0017829999999999999,38.0,118.0,0.985714,3.277778,64.0,1401.0,74.0,34.0,0.0,0.0
201.0,3652.0,2855.0,0.106476,470.0,499.0,0.983611,2.482587,2231.0,50650.0,2992.0,190.0,188.0,0.0
1.0,105.0,105.0,1.0,4.0,1.0,0.0,1.0,1168.0,29751.0,1195.0,1.0,1.0,0.0
12.0,147.0,57.0,0.0,13.0,12.0,1.0,1.0,179.0,2936.0,197.0,12.0,12.0,1.0
2.0,229.0,170.0,1.0,10.0,36.0,1.0,18.0,109.0,3646.0,149.0,2.0,2.0,0.0
1.0,19.0,19.0,1.0,19.0,3.0,0.0,3.0,74.0,1128.0,75.0,1.0,1.0,0.0
36.0,1485.0,1485.0,0.113846,90.0,212.0,0.914286,5.888889,399.0,6940.0,488.0,36.0,4.0,1.0
3.0,413.0,407.0,1.0,140.0,136.0,0.9722219999999999,45.333333,165.0,9721.0,166.0,3.0,3.0,1.0
7.0,48.0,38.0,1.0,19.0,7.0,0.166667,1.0,159.0,2303.0,198.0,7.0,7.0,0.0
2.0,26.0,26.0,1.0,4.0,2.0,0.5,1.0,106.0,993.0,111.0,2.0,2.0,0.0
30.0,518.0,390.0,0.26108400000000004,31.0,55.0,0.9373040000000001,1.833333,28.0,619.0,34.0,30.0,30.0,0.0
11.0,121.0,83.0,0.177778,11.0,13.0,0.9,1.181818,400.0,12877.0,545.0,11.0,11.0,1.0
3.0,22.0,16.0,1.0,4.0,3.0,0.833333,1.0,428.0,12585.0,454.0,3.0,3.0,0.0
10.0,90.0,21.0,0.13333299999999998,12.0,14.0,0.8611110000000001,1.4,102.0,2286.0,128.0,11.0,11.0,1.0
1.0,10.0,10.0,1.0,1.0,2.0,0.0,2.0,26.0,817.0,116.0,2.0,2.0,0.0
42.0,1055.0,986.0,0.224638,47.0,195.0,0.978771,4.642857,44.0,1190.0,56.0,35.0,26.0,0.0
2.0,54.0,54.0,0.0,79.0,2.0,1.0,1.0,182.0,4524.0,247.0,3.0,3.0,0.0
22.0,1261.0,1261.0,0.073529,224.0,198.0,0.9523809999999999,9.0,2196.0,69768.0,2620.0,22.0,19.0,0.0
64.0,1371.0,1286.0,0.088627,241.0,247.0,0.9658120000000001,3.859375,280.0,7044.0,294.0,64.0,63.0,0.0
8.0,40.0,20.0,0.333333,8.0,9.0,0.857143,1.125,74.0,1295.0,78.0,8.0,8.0,1.0
85.0,2167.0,1901.0,0.23843000000000003,350.0,279.0,0.977891,3.282353,1029.0,25957.0,1144.0,85.0,83.0,0.0
26.0,1079.0,1058.0,0.383333,129.0,69.0,0.9485709999999999,2.6538459999999997,2415.0,33723.0,2606.0,26.0,26.0,0.0
16.0,590.0,590.0,1.0,107.0,95.0,1.0,5.9375,30.0,1322.0,30.0,16.0,15.0,1.0
6.0,50.0,50.0,1.0,6.0,13.0,0.6,2.166667,100.0,2639.0,109.0,6.0,6.0,0.0
81.0,1854.0,1731.0,0.43956000000000006,163.0,390.0,0.9566959999999999,4.814815,2196.0,69768.0,2620.0,81.0,74.0,0.0
8.0,64.0,23.0,0.6,23.0,8.0,0.714286,1.0,265.0,5628.0,291.0,8.0,8.0,1.0
15.0,263.0,155.0,0.032967,16.0,19.0,1.0,1.266667,74.0,2503.0,131.0,13.0,15.0,0.0
11.0,121.0,83.0,0.177778,11.0,13.0,0.9,1.181818,400.0,12877.0,545.0,11.0,11.0,0.0
18.0,179.0,43.0,0.058824,18.0,18.0,0.9477120000000001,1.0,39.0,2335.0,117.0,18.0,18.0,1.0
9.0,75.0,11.0,0.14285699999999998,9.0,9.0,0.875,1.0,94.0,3009.0,112.0,9.0,9.0,0.0
105.0,1747.0,1595.0,0.041208999999999996,1108.0,502.0,0.98803,4.780952,3633.0,85061.0,4912.0,106.0,106.0,0.0
61.0,1606.0,1544.0,0.23502800000000001,110.0,226.0,0.960606,3.704918,168.0,2931.0,188.0,61.0,61.0,1.0
8.0,40.0,20.0,0.333333,8.0,9.0,0.857143,1.125,74.0,1295.0,78.0,8.0,8.0,0.0
3.0,29.0,29.0,0.0,15.0,4.0,0.0,1.333333,5.0,44.0,5.0,3.0,3.0,0.0
90.0,3392.0,3175.0,0.416425,260.0,553.0,0.948262,6.144444,373.0,8738.0,410.0,90.0,89.0,1.0
1.0,105.0,105.0,1.0,4.0,1.0,0.0,1.0,1168.0,29751.0,1195.0,1.0,1.0,0.0
17.0,1052.0,1031.0,0.346154,240.0,92.0,0.9365379999999999,5.411765,244.0,6943.0,292.0,17.0,16.0,0.0
23.0,1054.0,1030.0,0.49090900000000004,86.0,192.0,0.8272729999999999,8.347826,301.0,10173.0,328.0,23.0,23.0,1.0
2.0,15.0,15.0,0.0,21.0,2.0,0.0,1.0,5.0,44.0,5.0,3.0,3.0,0.0
8.0,70.0,6.0,0.14285699999999998,8.0,8.0,0.9523809999999999,1.0,10.0,1119.0,136.0,9.0,9.0,1.0
7.0,301.0,301.0,0.0,23.0,48.0,1.0,6.857142999999999,41.0,928.0,41.0,7.0,7.0,0.0
27.0,1032.0,1014.0,0.490476,162.0,153.0,0.954094,5.6666669999999995,961.0,27590.0,1151.0,20.0,19.0,1.0
33.0,1043.0,1015.0,0.3,104.0,70.0,0.94184,2.121212,385.0,6579.0,454.0,33.0,33.0,1.0
63.0,4491.0,4361.0,0.375758,231.0,483.0,0.9727520000000001,7.6666669999999995,601.0,15070.0,750.0,62.0,62.0,0.0
67.0,1692.0,1493.0,0.128671,1110.0,333.0,0.995511,4.970149,3633.0,85061.0,4912.0,66.0,66.0,0.0
15.0,175.0,34.0,0.090909,18.0,16.0,0.9285709999999999,1.066667,58.0,1713.0,72.0,15.0,15.0,1.0
65.0,2137.0,2127.0,0.335994,126.0,464.0,0.9454370000000001,7.138462,63.0,2137.0,65.0,65.0,57.0,0.0
30.0,518.0,390.0,0.26108400000000004,31.0,55.0,0.9373040000000001,1.833333,28.0,619.0,34.0,30.0,30.0,0.0
21.0,335.0,121.0,0.06666699999999999,21.0,21.0,0.95,1.0,888.0,26974.0,1159.0,21.0,21.0,0.0
3.0,31.0,31.0,0.0,11.0,3.0,1.0,1.0,143.0,3130.0,157.0,3.0,2.0,0.0
3.0,22.0,14.0,1.0,3.0,3.0,0.5,1.0,66.0,790.0,69.0,3.0,3.0,0.0
9.0,177.0,161.0,0.535714,9.0,31.0,0.953571,3.4444440000000003,30.0,1005.0,38.0,9.0,8.0,0.0
22.0,224.0,8.0,0.047619,22.0,22.0,0.960317,1.0,0.0,224.0,22.0,23.0,23.0,0.0
3.0,29.0,29.0,0.0,3.0,7.0,0.0,2.333333,46.0,1238.0,49.0,4.0,4.0,0.0
1.0,232.0,232.0,1.0,13.0,3.0,0.0,3.0,1342.0,24153.0,1681.0,1.0,1.0,0.0
8.0,38.0,3.0,0.14285699999999998,8.0,8.0,0.892857,1.0,247.0,5146.0,397.0,8.0,8.0,1.0
29.0,573.0,477.0,0.108374,67.0,71.0,0.9523809999999999,2.448276,56.0,1645.0,81.0,29.0,29.0,1.0
1.0,24.0,24.0,1.0,2.0,7.0,0.0,7.0,455.0,4694.0,492.0,2.0,2.0,0.0
42.0,1513.0,1371.0,0.356275,167.0,273.0,0.924216,6.5,2644.0,73431.0,3557.0,42.0,40.0,0.0
5.0,95.0,75.0,0.6,27.0,9.0,0.75,1.8,56.0,1645.0,81.0,5.0,5.0,0.0
8.0,155.0,155.0,0.047619,23.0,17.0,1.0,2.125,130.0,1578.0,136.0,5.0,7.0,0.0
1.0,38.0,38.0,1.0,1.0,1.0,0.0,1.0,31.0,509.0,45.0,1.0,1.0,0.0
68.0,1541.0,1078.0,0.12903199999999998,163.0,152.0,0.964791,2.2352939999999997,1076.0,33993.0,1556.0,68.0,68.0,0.0
27.0,131.0,11.0,0.04,27.0,27.0,0.9615379999999999,1.0,350.0,6541.0,696.0,27.0,27.0,1.0
18.0,179.0,43.0,0.058824,18.0,18.0,0.9477120000000001,1.0,39.0,2335.0,117.0,18.0,18.0,0.0
76.0,2345.0,2147.0,0.405045,420.0,393.0,0.9610879999999999,5.171053,2644.0,73431.0,3557.0,76.0,76.0,1.0
35.0,1690.0,1677.0,0.0,112.0,304.0,1.0,8.685714,75.0,2600.0,86.0,35.0,34.0,1.0
47.0,1342.0,1264.0,0.49359,77.0,227.0,0.949275,4.8297870000000005,277.0,7963.0,322.0,41.0,41.0,1.0
6.0,54.0,38.0,0.666667,8.0,7.0,0.85,1.166667,129.0,2768.0,165.0,6.0,6.0,0.0
17.0,97.0,1.0,0.06666699999999999,17.0,17.0,0.9375,1.0,49.0,1904.0,71.0,17.0,17.0,0.0
93.0,1494.0,1324.0,0.347339,202.0,289.0,0.961792,3.107527,203.0,4016.0,326.0,93.0,87.0,0.0
8.0,52.0,31.0,0.047619,8.0,13.0,0.97619,1.625,59.0,420.0,77.0,8.0,8.0,0.0
29.0,573.0,477.0,0.108374,67.0,71.0,0.9523809999999999,2.448276,56.0,1645.0,81.0,29.0,29.0,0.0
8.0,155.0,155.0,0.047619,23.0,17.0,1.0,2.125,130.0,1578.0,136.0,5.0,7.0,0.0
5.0,56.0,41.0,0.0,5.0,5.0,1.0,1.0,32.0,366.0,40.0,5.0,5.0,1.0
33.0,1801.0,1668.0,0.301075,145.0,182.0,0.956782,5.515152,360.0,17417.0,425.0,31.0,31.0,0.0
4.0,166.0,166.0,0.5,34.0,10.0,0.6,2.5,34.0,713.0,36.0,4.0,4.0,0.0
2.0,18.0,18.0,1.0,48.0,4.0,0.5,2.0,72.0,701.0,72.0,2.0,2.0,0.0
6.0,28.0,28.0,0.2,6.0,6.0,0.8,1.0,492.0,6260.0,600.0,7.0,7.0,1.0
1.0,10.0,10.0,1.0,3.0,2.0,0.0,2.0,2231.0,50650.0,2992.0,2.0,2.0,0.0
17.0,1128.0,1128.0,0.454545,42.0,142.0,0.8860290000000001,8.352941,80.0,2359.0,91.0,17.0,17.0,1.0
1.0,8.0,8.0,1.0,10.0,2.0,0.0,2.0,20.0,147.0,20.0,2.0,2.0,0.0
1.0,232.0,232.0,1.0,13.0,3.0,0.0,3.0,1342.0,24153.0,1681.0,1.0,1.0,0.0
7.0,57.0,24.0,0.4,22.0,7.0,0.833333,1.0,265.0,5628.0,291.0,7.0,7.0,1.0
3.0,31.0,31.0,0.0,41.0,4.0,0.0,1.333333,17.0,277.0,18.0,3.0,3.0,0.0
8.0,47.0,12.0,0.0,8.0,8.0,1.0,1.0,11.0,224.0,24.0,8.0,8.0,1.0
20.0,99.0,32.0,0.130719,20.0,21.0,0.942105,1.05,2196.0,69768.0,2620.0,20.0,20.0,0.0
7.0,72.0,72.0,0.714286,14.0,11.0,0.708333,1.5714290000000002,171.0,1752.0,182.0,8.0,7.0,0.0
1.0,13.0,13.0,1.0,42.0,1.0,0.0,1.0,71.0,1801.0,106.0,1.0,1.0,0.0
1.0,13.0,13.0,1.0,42.0,1.0,0.0,1.0,71.0,1801.0,106.0,1.0,1.0,0.0
9.0,94.0,38.0,0.642857,13.0,9.0,0.71875,1.0,253.0,3812.0,307.0,8.0,8.0,0.0
8.0,47.0,12.0,0.0,8.0,8.0,1.0,1.0,11.0,224.0,24.0,8.0,8.0,0.0
41.0,380.0,380.0,0.029268000000000002,41.0,42.0,0.9725,1.02439,190.0,4816.0,331.0,42.0,42.0,0.0
1.0,43.0,43.0,1.0,1.0,1.0,0.0,1.0,360.0,17417.0,425.0,1.0,1.0,0.0
59.0,1097.0,957.0,0.12010799999999999,96.0,203.0,0.9709049999999999,3.4406779999999997,341.0,6130.0,466.0,59.0,59.0,1.0
15.0,263.0,155.0,0.032967,16.0,19.0,1.0,1.266667,74.0,2503.0,131.0,13.0,15.0,0.0
13.0,531.0,531.0,1.0,81.0,51.0,0.9973120000000001,3.9230769999999997,30.0,1322.0,30.0,13.0,11.0,1.0
120.0,4156.0,4115.0,0.4,345.0,729.0,0.9830530000000001,6.075,275.0,11366.0,285.0,119.0,119.0,1.0
12.0,290.0,290.0,0.8909090000000001,34.0,21.0,0.8636360000000001,1.75,112.0,2820.0,121.0,12.0,12.0,0.0
46.0,1837.0,1837.0,0.318182,102.0,275.0,0.9444440000000001,5.978261,72.0,2491.0,72.0,46.0,43.0,1.0
9.0,47.0,7.0,0.0,17.0,9.0,1.0,1.0,39.0,266.0,47.0,9.0,9.0,1.0
6.0,52.0,1.0,0.2,6.0,6.0,0.8,1.0,69.0,1943.0,81.0,6.0,6.0,0.0
6.0,70.0,70.0,0.2,52.0,30.0,0.9,5.0,72.0,701.0,72.0,6.0,6.0,0.0
2.0,12.0,12.0,0.0,2.0,4.0,0.0,2.0,41.0,928.0,41.0,3.0,3.0,0.0
1.0,79.0,79.0,1.0,1.0,1.0,0.0,1.0,431.0,3562.0,432.0,1.0,1.0,0.0
